B000BT5HFS,[0.3612],[5],[[thank]],"[[thank, 0.3612, 5]]"
B007BXSC68,[-0.7096],[1],"[[daysbr, plan, review, base, quality, product, appear, sturdy, make, come, box, think, wait, month, see, last, seems, fail, last, day, didnt, take, week, time, get, week, use, itbr, br, plenty, choice, pin, connector, base, failure, rate, seem, wont, week, last, suggest, find, alternative, make, item, fault, hate, give, anything, star, review, week, usage, suggest, alternative]]","[[daysbr plan review base quality product appear sturdy make come box think wait month see last seems fail last day didnt take week time get week use itbr br plenty choice pin connector base failure rate seem wont week last suggest find alternative make item fault hate give anything star review week usage suggest alternative, -0.7096, 1]]"
B007JFAE14,"[0.6249, 0.7681, 0.6249]","[5, 5, 5]","[[ipod, cover], [untill, broke, miracle, last], [product]]","[[ipod cover, 0.6249, 5], [untill broke miracle last, 0.7681, 5], [product, 0.6249, 5]]"
B007R3OU1I,[0.0],[4],"[[work, ]]","[[work , 0.0, 4]]"
B007ZIFIOS,[0.0],[4],[[say]],"[[say, 0.0, 4]]"
B0089M2YYQ,[0.6249],[5],"[[awesome, cover]]","[[awesome cover, 0.6249, 5]]"
B008KPE3B4,[0.5113],[5],"[[phone, didnt, know, find, work, need, lost]]","[[phone didnt know find work need lost, 0.5113, 5]]"
B008N7TTLS,"[0.4404, 0.0516]","[5, 1]","[[product], [stay, snap, drawer, money, buy, cute, look, online]]","[[product, 0.4404, 5], [stay snap drawer money buy cute look online, 0.0516, 1]]"
B008PNMR64,[0.7867],[5],"[[sturdy, quality]]","[[sturdy quality, 0.7867, 5]]"
B008QVQYRS,[0.6124],[5],"[[excellent, want, travel, bag]]","[[excellent want travel bag, 0.6124, 5]]"
B008U6PSRQ,[0.8555],[5],"[[put, nice, color, give, friend, dont, know, longevity, felt, nice]]","[[put nice color give friend dont know longevity felt nice, 0.8555, 5]]"
B00974L626,[0.296],[5],[[yep]],"[[yep, 0.296, 5]]"
B009DLSQ8A,[0.0],[1],"[[dont, look]]","[[dont look, 0.0, 1]]"
B009OUG27M,[-0.1419],[3],"[[dont, frost, becuase, want, put, paper, insert, make, case, use]]","[[dont frost becuase want put paper insert make case use, -0.1419, 3]]"
B009VL8G32,[0.4404],[5],"[[yr, old, daughter, issue, drop, thing, etc, phone, stand, test, mechanic, feature, seem, please]]","[[yr old daughter issue drop thing etc phone stand test mechanic feature seem please, 0.4404, 5]]"
B00A927A9S,[0.743],[5],"[[fit, love, color]]","[[fit love color, 0.743, 5]]"
B00AA2ZBT8,[0.4404],[5],[[price]],"[[price, 0.4404, 5]]"
B00ALNR3E2,[0.8591],[1],"[[kayak, water, oahu, look, fullfeatured, handheld, communication, navigation, buy, mhs, everything, look, price, sitontop, kayak, secure, radio, faceup, leg, use, navigation, kayaksurf, get, wet, wipe, water, inch, minute, get, kayak, rightsideup, thats, submerge, deep, period, time, fact, get, water, hose, paddle, couple, month, notice, display, fog, expose, sun, point, couldnt, read, display, see, pic, amazon, day, return, window, allow, return, unit, member, buy, fair, amount, stuff, shipping, deal, live, hawaii, anyhow, couple, month, radio, problem, decide, keep, radio, sun, make, kayak, navigation, august, month, use, radio, charge, note, onestar, review, uniden, mhs, radio, row, problem, order, horizon, hx, asinbpmxdns, hx, w, float, handheld, vhf, radio, feature, none, review, find, mhs, cost, uniden, money, wellspent, radio, work]]","[[kayak water oahu look fullfeatured handheld communication navigation buy mhs everything look price sitontop kayak secure radio faceup leg use navigation kayaksurf get wet wipe water inch minute get kayak rightsideup thats submerge deep period time fact get water hose paddle couple month notice display fog expose sun point couldnt read display see pic amazon day return window allow return unit member buy fair amount stuff shipping deal live hawaii anyhow couple month radio problem decide keep radio sun make kayak navigation august month use radio charge note onestar review uniden mhs radio row problem order horizon hx asinbpmxdns hx w float handheld vhf radio feature none review find mhs cost uniden money wellspent radio work, 0.8591, 1]]"
B00AV4W6UM,[0.3422],[4],"[[super, cute, put, take]]","[[super cute put take, 0.3422, 4]]"
B00B0IFMZY,"[0.0, 0.5994, 0.7003, -0.6509]","[4, 5, 5, 2]","[[work, quality, substandard, stick, pop, lot, make, screen, crazy], [price, expect, quality, replacement, screen, son, get, use, old, ipad, receive, something, describe, oem, quality, oleophobic, coat, screen, self, adhesive, strip, instal, seem, hold, fine, couple, week, home, button, camera, hardware, instal, description, state], [thicker, different, aftermarket, purchase, amazon, work], [didnt, come, tool, accord, guy, fix, there, edge]]","[[work quality substandard stick pop lot make screen crazy, 0.0, 4], [price expect quality replacement screen son get use old ipad receive something describe oem quality oleophobic coat screen self adhesive strip instal seem hold fine couple week home button camera hardware instal description state, 0.5994, 5], [thicker different aftermarket purchase amazon work, 0.7003, 5], [didnt come tool accord guy fix there edge, -0.6509, 2]]"
B00B1UQBGA,[0.8625],[4],"[[capacity, style, good, get, price, feel, hand, work, advertisedbr, br, month, stop, charge, take, hour, charge, need, use, day, day, id, replacement]]","[[capacity style good get price feel hand work advertisedbr br month stop charge take hour charge need use day day id replacement, 0.8625, 4]]"
B00B5QK3HS,[0.8999],[5],"[[sound, clear, fish, bone, good, tying]]","[[sound clear fish bone good tying, 0.8999, 5]]"
B00BBFXJ2E,[0.6249],[5],"[[price, otter, box]]","[[price otter box, 0.6249, 5]]"
B00C91XJJW,[0.0],[5],[[excelent]],"[[excelent, 0.0, 5]]"
B00COQU2ZQ,[0.8173],[5],"[[picture, shell, fit, iphone]]","[[picture shell fit iphone, 0.8173, 5]]"
B00CR008V2,[0.3612],[4],[[promise]],"[[promise, 0.3612, 4]]"
B00CR6NQT2,[0.9217],[2],"[[fit, perfect, take, charge, thanks]]","[[fit perfect take charge thanks, 0.9217, 2]]"
B00CTTHV7U,[0.5719],[5],"[[excellent, result, product]]","[[excellent result product, 0.5719, 5]]"
B00D8HP37C,[0.3291],[3],"[[read, fine, print, well, case, skin]]","[[read fine print well case skin, 0.3291, 3]]"
B00DPIA4U0,[0.0],[5],[[look]],"[[look, 0.0, 5]]"
B00DYOL2RY,"[0.1867, 0.1779, 0.6901, 0.6369, 0.6776]","[3, 5, 5, 5, 4]","[[want, charge, galaxy, worry, wear, tear, charge, microusb, fail, phone, part, work, expect, put, sticky, thing, battery, make, sure, gold, prong, touch, gold, prong, inside, phone, youll, see, mean, phone, reveal, battery, place, charger, use, asinbfspyjs, pb, qi, enable, wireless, charger, inductive, charge, pad, station, qi, standard, device, include, samsung, iphone, nokia, google, nexus, lg, htc, smartphones, receiver, ac, adapter, exclude, x, micro, usb, cable, include, id, give, take, couple, attempt, get, secure, charger, charge, phone, move, time, overall, recommend], [miss, usb, port, broke, become, method, charge, work], [love, use, day, problem, work, fine, ship, got, week, order, shipping], [use, phone], [work, great, sticker, thrown, spot, move, know, move, never, stick, battery, stick, take, battery, sticking, hold, place, cover, veryyyy, slide, try, keep, left, side, part, stick, stay, contact, time, bit, tricky, try, use, tape, charge, take, tape, offbr, br, nice, thin, require, cover, require, cover, larger, v, come, cell, find, samsung, charge, vs, way]]","[[want charge galaxy worry wear tear charge microusb fail phone part work expect put sticky thing battery make sure gold prong touch gold prong inside phone youll see mean phone reveal battery place charger use asinbfspyjs pb qi enable wireless charger inductive charge pad station qi standard device include samsung iphone nokia google nexus lg htc smartphones receiver ac adapter exclude x micro usb cable include id give take couple attempt get secure charger charge phone move time overall recommend, 0.1867, 3], [miss usb port broke become method charge work, 0.1779, 5], [love use day problem work fine ship got week order shipping, 0.6901, 5], [use phone, 0.6369, 5], [work great sticker thrown spot move know move never stick battery stick take battery sticking hold place cover veryyyy slide try keep left side part stick stay contact time bit tricky try use tape charge take tape offbr br nice thin require cover require cover larger v come cell find samsung charge vs way, 0.6776, 4]]"
B00E45043A,"[0.6249, 0.4404, 0.4927, 0.872, 0.6249, 0.5335, 0.8977, 0.4877, -0.6908, 0.8316, -0.5423, 0.4404]","[4, 4, 5, 5, 5, 4, 5, 5, 2, 5, 1, 5]","[[window, phone, suck, phone, fine, easy, use, figure, stuff, thing, windows, app, selection, dont, plan, get, window, phone], [phone], [quaility], [use, break, iphone, buy, simdevil, sim, card, adapter, kit, nano, micro, standard, use, iphone, sim, card, work, get, iphone, stop, use, use, feature, wish, iphone, incorporate, icon, home, screen, color, scheme], [didnt, work, product], [phone, perfect, price, excellent, fact, dont, purchase, service], [phone, buy, son, phone, get, hold, love], [please, purchase, experience], [sty, as, phone], [think]]","[[window phone suck phone fine easy use figure stuff thing windows app selection dont plan get window phone, 0.6249, 4], [phone, 0.4404, 4], [quaility, 0.4927, 5], [use break iphone buy simdevil sim card adapter kit nano micro standard use iphone sim card work get iphone stop use use feature wish iphone incorporate icon home screen color scheme, 0.872, 5], [didnt work product, 0.6249, 5], [phone perfect price excellent fact dont purchase service, 0.5335, 4], [phone buy son phone get hold love, 0.8977, 5], [please purchase experience, 0.4877, 5], [sty as phone, -0.6908, 2], [think, 0.8316, 5], [, -0.5423, 1], [, 0.4404, 5]]"
B00ENMI5SU,"[0.0, -0.1695]","[5, 3]","[[issue, stay, ipod, worth, money], [expect]]","[[issue stay ipod worth money, 0.0, 5], [expect, -0.1695, 3]]"
B00ENOB5CQ,[0.2732],[5],"[[keep, phone, safe, get, lil, dirty, seem, attract, dirt]]","[[keep phone safe get lil dirty seem attract dirt, 0.2732, 5]]"
B00EOMXATI,"[0.0, 0.8633, 0.8793]","[5, 4, 5]","[[eacellent], [nice, get, use, time, recommend, case], [nice, everybody, love, keep, phone, nice]]","[[eacellent, 0.0, 5], [nice get use time recommend case, 0.8633, 4], [nice everybody love keep phone nice, 0.8793, 5]]"
B00ERQKO6S,[0.0457],[1],"[[nice, look, case, construction, good, case, come, apart, seam, slot, side]]","[[nice look case construction good case come apart seam slot side, 0.0457, 1]]"
B00EVBLPFI,"[0.8923, 0.6369, 0.9402]","[5, 5, 5]","[[excellent, experience, great, product, great, purchase, shipping, recommend], [phone, great, screen, sound, quality, install, apps, want, gb, onboard, storage, wish, update, lollipop, get, phone, replace, lg, g, stolen, say, disappoint], [e, phone, love, replacement]]","[[excellent experience great product great purchase shipping recommend, 0.8923, 5], [phone great screen sound quality install apps want gb onboard storage wish update lollipop get phone replace lg g stolen say disappoint, 0.6369, 5], [e phone love replacement, 0.9402, 5]]"
B00F2SBJFK,[0.5719],[5],[[perfect]],"[[perfect, 0.5719, 5]]"
B00F3N5YG4,[0.8271],[5],"[[use, look, price, work]]","[[use look price work, 0.8271, 5]]"
B00F4TBW6S,[0.4215],[5],"[[easiest, way, wash, window, smooth, glass]]","[[easiest way wash window smooth glass, 0.4215, 5]]"
B00F5BUZDQ,[0.7351],[5],"[[perfect, fit, phone]]","[[perfect fit phone, 0.7351, 5]]"
B00F8APVG0,[0.4404],[5],"[[work, good]]","[[work good, 0.4404, 5]]"
B00FB578OK,"[0.2247, 0.6249, 0.4404, -0.0387, 0.6369, 0.6369, 0.0, 0.0, 0.6249]","[1, 5, 5, 3, 5, 3, 2, 2, 5]","[[fit, refill, love], [work, great], [thanks], [glue, come, apart], [stylus, part, fell, day, buy], [pen, cap, loose, twist, im, try, draw, minor, setback, write, wellbr, mistake, part, didnt, notice, color, buy, im, fine, silver], [ultra, sensitive], [work, great], [pen, part, feel, make, cap, rattle, time, use, stylus, stylus, change, shape, time, use]]","[[fit refill love, 0.2247, 1], [work great, 0.6249, 5], [thanks, 0.4404, 5], [glue come apart, -0.0387, 3], [stylus part fell day buy, 0.6369, 5], [pen cap loose twist im try draw minor setback write wellbr mistake part didnt notice color buy im fine silver, 0.6369, 3], [ultra sensitive, 0.0, 2], [work great, 0.0, 2], [pen part feel make cap rattle time use stylus stylus change shape time use, 0.6249, 5]]"
B00FDS2W14,"[-0.1779, 0.5423, 0.6187]","[3, 4, 3]","[[stand, case, star, item, slide, pinsposts, break, use, ], [year, change, thicker, base, strength, separator, rib, onoff, volume, button, recommend], [phone, case, look, phone, slip, case, move, downward]]","[[stand case star item slide pinsposts break use , -0.1779, 3], [year change thicker base strength separator rib onoff volume button recommend, 0.5423, 4], [phone case look phone slip case move downward, 0.6187, 3]]"
B00FFL3FVK,"[0.8176, 0.6369, 0.6124]","[5, 5, 3]","[[fit, amaze, stand, perfect], [ok, start, pink, rubber, become, loose, wouldnt, stay, phone]]","[[fit amaze stand perfect, 0.8176, 5], [ok start pink rubber become loose wouldnt stay phone, 0.6369, 5], [, 0.6124, 3]]"
B00FGUSJ3E,[0.4404],[5],[[product]],"[[product, 0.4404, 5]]"
B00FU3Y8Y6,[-0.2732],[3],"[[charge, phone]]","[[charge phone, -0.2732, 3]]"
B00GJAWJEA,[0.3252],[5],"[[life, saver, way, regret, purchase, lease, get, charge, white, brick, htc, m, htc, m, m, im, dj, travel, lot, bail, time, get]]","[[life saver way regret purchase lease get charge white brick htc m htc m m im dj travel lot bail time get, 0.3252, 5]]"
B00GQ0FUJO,[0.4404],[5],"[[arrive, time, advertise, product]]","[[arrive time advertise product, 0.4404, 5]]"
B00GT4CQEY,[0.4754],[5],"[[nice, snap, case, quality, repurchase]]","[[nice snap case quality repurchase, 0.4754, 5]]"
B00GXI9HMU,[0.4927],[5],"[[view, iphone, charge]]","[[view iphone charge, 0.4927, 5]]"
B00H3DZ8M2,[0.5859],[5],"[[feel, match, galaxy, relay, extend]]","[[feel match galaxy relay extend, 0.5859, 5]]"
B00H6W8MP0,"[0.6249, 0.0, 0.1655, 0.6369]","[5, 1, 3, 2]","[[color, appearance, phone, register, cord, didnt, charge], [dont, work], [work, great], [job, doesnt, charge, fast, charger, work]]","[[color appearance phone register cord didnt charge, 0.6249, 5], [dont work, 0.0, 1], [work great, 0.1655, 3], [job doesnt charge fast charger work, 0.6369, 2]]"
B00HANGW70,[0.6792],[4],"[[product, nice, color, bulky, product]]","[[product nice color bulky product, 0.6792, 4]]"
B00HAYWLE2,"[0.4404, 0.0, 0.6369, 0.7003, 0.1779]","[5, 5, 5, 5, 5]","[[time, shpping, damge], [product, price], [advertise], [expect]]","[[time shpping damge, 0.4404, 5], [product price, 0.0, 5], [advertise, 0.6369, 5], [expect, 0.7003, 5], [, 0.1779, 5]]"
B00HOLWPZG,[0.7227],[4],"[[item, get, deliverd, fast, part, order, part, say, description, case, fast, part, happy]]","[[item get deliverd fast part order part say description case fast part happy, 0.7227, 4]]"
B00HTXOG9M,[0.7003],[5],"[[gook, phone, look, worth, price]]","[[gook phone look worth price, 0.7003, 5]]"
B00HY4GZF4,[0.6705],[5],"[[look, earphone, control, volume, someone, talk, dont, unplug, heaphones, take, ear, volume, pause, buttoms, phone, clear, raise, volume, pause, video, music, headphone, build, control, wish, colour, option, thats, deal, breaker]]","[[look earphone control volume someone talk dont unplug heaphones take ear volume pause buttoms phone clear raise volume pause video music headphone build control wish colour option thats deal breaker, 0.6705, 5]]"
B00I8JJKD8,[-0.3412],[3],"[[time, make, contact]]","[[time make contact, -0.3412, 3]]"
B00IAHG1PS,[0.802],[5],"[[get, husband, birthday, present, love, hook, truck, provide, music, party, mount, wheeler, keep, tell, turn, playing]]","[[get husband birthday present love hook truck provide music party mount wheeler keep tell turn playing, 0.802, 5]]"
B00IK5QOIO,[-0.1027],[4],[[tontake]],"[[tontake, -0.1027, 4]]"
B00IKBZH0E,[0.0],[1],"[[cheap, quality, peel]]","[[cheap quality peel, 0.0, 1]]"
B00INC7ZAK,"[0.25, 0.7808, 0.3291, 0.7096]","[5, 4, 3, 5]","[[plug, connect, light, work], [work, year, tip, broke, wasnt, phone, night, plug, outlet, nightstand, attach, phone, night, stand, light, someone, want, darkness, wouldnt, get, light, bright], [amp, important, charge, per, minute, longer, cord, slow], [charger, end, bug]]","[[plug connect light work, 0.25, 5], [work year tip broke wasnt phone night plug outlet nightstand attach phone night stand light someone want darkness wouldnt get light bright, 0.7808, 4], [amp important charge per minute longer cord slow, 0.3291, 3], [charger end bug, 0.7096, 5]]"
B00IUYPK8K,[0.1754],[5],"[[need, replacement, lose, adapter, case, work, adapter, larger, headphone, jack, wont, case, disclaimeri, havent, test, water]]","[[need replacement lose adapter case work adapter larger headphone jack wont case disclaimeri havent test water, 0.1754, 5]]"
B00J2Y1B4Y,[0.8313],[5],[[sturdy]],"[[sturdy, 0.8313, 5]]"
B00JB5YDHG,"[0.7003, -0.4215, 0.0]","[5, 1, 5]","[[broke, open, cheap, plastic], [price, case], []]","[[broke open cheap plastic, 0.7003, 5], [price case, -0.4215, 1], [, 0.0, 5]]"
B00JJ93ODS,"[0.0, 0.5719]","[5, 5]","[[awesome, hard, case]]","[[awesome hard case, 0.0, 5], [, 0.5719, 5]]"
B00JPMQN1Y,"[-0.5574, -0.4767, 0.296, 0.5719, -0.449]","[2, 1, 3, 5, 1]","[[dont, hold, charge, swell, use], [set, order, excellent], [battery, ok, charge, last], [die, month, buy], [buy, think, getting, deal, trendon, ni, mh, battery, fine, year, trendon, battery, expand, cause, case, phone, cycle, risk, damage, phone, expand, case, li, ion, battery, explode, start, fire, take, store, disposal, samsung, brand, battery, time, charge, store, manner, charge, samsung, battery]]","[[dont hold charge swell use, -0.5574, 2], [set order excellent, -0.4767, 1], [battery ok charge last, 0.296, 3], [die month buy, 0.5719, 5], [buy think getting deal trendon ni mh battery fine year trendon battery expand cause case phone cycle risk damage phone expand case li ion battery explode start fire take store disposal samsung brand battery time charge store manner charge samsung battery, -0.449, 1]]"
B00K11Y32E,[0.7302],[4],"[[case, complaint, design, case, fade, lot, go, pocket, time, expect, knock, brand, besides, protects, phone]]","[[case complaint design case fade lot go pocket time expect knock brand besides protects phone, 0.7302, 4]]"
B00K12AW8C,[-0.4215],[2],"[[device, fit, place, bluetooth, trouble, keep, distance, specify, use, cut, swim, water]]","[[device fit place bluetooth trouble keep distance specify use cut swim water, -0.4215, 2]]"
B00K4NVRR8,"[0.0, 0.6232]","[5, 5]","[[work, buy, set, set, time, happy, performance], [use, art, app, smooth, glide, thing, product]]","[[work buy set set time happy performance, 0.0, 5], [use art app smooth glide thing product, 0.6232, 5]]"
B00K7C6GGS,[0.8173],[5],[[fit]],"[[fit, 0.8173, 5]]"
B00KE6S60Q,[0.9156],[5],"[[amp, car, run, infinity, speaker, amp, crisp, sound, bass, recommend, order, client, car]]","[[amp car run infinity speaker amp crisp sound bass recommend order client car, 0.9156, 5]]"
B00KH2VYN8,[0.2263],[3],"[[like, case, color, become, fade, discolor]]","[[like case color become fade discolor, 0.2263, 3]]"
B00KLOQ9NM,[0.4939],[5],"[[buy, thing, lot, juice, need, use, issue, device, draw, power, shuts, cant, force, stay, charge, device, use, something, drawback, lose, star]]","[[buy thing lot juice need use issue device draw power shuts cant force stay charge device use something drawback lose star, 0.4939, 5]]"
B00KUX2FQO,[0.5475],[5],"[[work, iphone, worth, time, return, contact, seller, andrew, respond, replacement, unit, mail, day, get, replacement, item, love]]","[[work iphone worth time return contact seller andrew respond replacement unit mail day get replacement item love, 0.5475, 5]]"
B00KVCAEF8,"[0.7258, 0.4404, 0.6369]","[5, 5, 5]","[[seems, protect, phone, please]]","[[seems protect phone please, 0.7258, 5], [, 0.4404, 5], [, 0.6369, 5]]"
B00KW2CKXG,[0.4404],[4],[[product]],"[[product, 0.4404, 4]]"
B00KWLYHCE,[-0.5106],[2],"[[cord, connection, problem, hit, work]]","[[cord connection problem hit work, -0.5106, 2]]"
B00L26B604,[0.882],[5],"[[cover, buzz, lightyearesque, stand, nothing, thing, say, date]]","[[cover buzz lightyearesque stand nothing thing say date, 0.882, 5]]"
B00L2F5L0G,[0.6697],[4],"[[love, sturdy, looking]]","[[love sturdy looking, 0.6697, 4]]"
B00L4HR6ZU,[-0.4767],[1],"[[im, give, star, screen, protector, cut]]","[[im give star screen protector cut, -0.4767, 1]]"
B00L4I73T8,[0.5504],[4],"[[job, material, seem, bit, cheap, hasnt, fail]]","[[job material seem bit cheap hasnt fail, 0.5504, 4]]"
B00LEO5HO0,[-0.3412],[2],[[look]],"[[look, -0.3412, 2]]"
B00LHV0YXY,[0.1406],[1],"[[cheap, front, face, view, look, create, flicker, make]]","[[cheap front face view look create flicker make, 0.1406, 1]]"
B00LM4ON3I,[0.627],[4],"[[issue, delivery, want, satisfy]]","[[issue delivery want satisfy, 0.627, 4]]"
B00LMGGTDS,[0.6249],[4],"[[button, great, complicate, expect, install]]","[[button great complicate expect install, 0.6249, 4]]"
B00LMKBY9I,[0.0],[2],"[[get, month, thicker, feel, sometimes, iphone, doesnt, charge, try, plug, wire, wire, thats, act, brand]]","[[get month thicker feel sometimes iphone doesnt charge try plug wire wire thats act brand, 0.0, 2]]"
B00LO50EMY,[-0.2572],[1],"[[didnt, work]]","[[didnt work, -0.2572, 1]]"
B00LSXZV7K,[0.3424],[1],"[[case, fit, extravert, vn, disappointment, material, say, rubberize, thats, buy, phone, wouldnt, slip, hand, feel, itits, cover, material, suppose, help, protect, lose]]","[[case fit extravert vn disappointment material say rubberize thats buy phone wouldnt slip hand feel itits cover material suppose help protect lose, 0.3424, 1]]"
B00LWQ02PY,[0.0],[1],"[[iphone, c, buy, case, way, tight, phone, none, button, press]]","[[iphone c buy case way tight phone none button press, 0.0, 1]]"
B00LZIEE9O,"[-0.2685, 0.7351, 0.4404]","[4, 5, 5]","[[work, great, money, spend, package, arrive, lot, expect], [work, good], [work, instruction, arent, sorta, self, explanatory]]","[[work great money spend package arrive lot expect, -0.2685, 4], [work good, 0.7351, 5], [work instruction arent sorta self explanatory, 0.4404, 5]]"
B00M5K9DV0,[-0.2263],[1],"[[stop, work, us]]","[[stop work us, -0.2263, 1]]"
B00MBS1NA0,"[0.0, 0.4404, 0.4215, 0.6124]","[5, 5, 5, 5]","[[fit, provide, protection, bulk, hole, align], [nice, case], [say, tin]]","[[fit provide protection bulk hole align, 0.0, 5], [nice case, 0.4404, 5], [say tin, 0.4215, 5], [, 0.6124, 5]]"
B00MFUXJWY,[-0.2755],[1],"[[fit, phone]]","[[fit phone, -0.2755, 1]]"
B00MQB4NT0,"[0.7553, 0.6538]","[5, 5]","[[case, fit, phone, protect, drop, phone, lot, job], [case, fine, phone, end, purchase, iphone, delivery, take, place, indicate, return, case, longer, need, simple, process, request, complete, return]]","[[case fit phone protect drop phone lot job, 0.7553, 5], [case fine phone end purchase iphone delivery take place indicate return case longer need simple process request complete return, 0.6538, 5]]"
B00MRCCUFW,[-0.4404],[4],"[[case, fine, size, clip, smaller]]","[[case fine size clip smaller, -0.4404, 4]]"
B00MU7VREE,[0.4703],[5],"[[sleek, nice, look, case]]","[[sleek nice look case, 0.4703, 5]]"
