B0007KK256,[0.4215],[5],[[nice]],"[[nice, 0.4215, 5]]"
B007PKDU6E,[0.7717],[5],"[[item, arrive, look, fit, phone]]","[[item arrive look fit phone, 0.7717, 5]]"
B008200LHW,"[0.7579, 0.7906, 0.8499]","[5, 5, 5]","[[work, great, m, street, trip, work, receiver, come, street, trip], [use, product, apple, navx, software, work, driver, make, work, find, install], [excellent, product, satisfy]]","[[work great m street trip work receiver come street trip, 0.7579, 5], [use product apple navx software work driver make work find install, 0.7906, 5], [excellent product satisfy, 0.8499, 5]]"
B008PNJDFW,[-0.6808],[1],"[[tab, break, become, useless]]","[[tab break become useless, -0.6808, 1]]"
B008U4VOW6,[0.4404],[5],[[install]],"[[install, 0.4404, 5]]"
B0092LXQRM,[0.8062],[5],"[[taotronics, order, make, tank, look, great, please]]","[[taotronics order make tank look great please, 0.8062, 5]]"
B009AJWR1M,[-0.1027],[2],[[broke]],"[[broke, -0.1027, 2]]"
B009RFUX7Y,[-0.2057],[2],"[[order, got, hot, pink, husband, suction, cup, work]]","[[order got hot pink husband suction cup work, -0.2057, 2]]"
B009W94704,[0.4019],[3],[[thing]],"[[thing, 0.4019, 3]]"
B00A3OYPQS,[0.9472],[5],"[[amaze, want, caseit, clear, see, color, ipod, raise, screen, side, cover, button, edge, protect, ipod, bump, piece, snaptogether, product, love, feel, snapons, earphone, jack, charger, plug, bit, harder, press, power, button, top, ipod, case, raise, order, protect, button, little, button, protect, satisfy, product]]","[[amaze want caseit clear see color ipod raise screen side cover button edge protect ipod bump piece snaptogether product love feel snapons earphone jack charger plug bit harder press power button top ipod case raise order protect button little button protect satisfy product, 0.9472, 5]]"
B00A70YZNQ,[0.926],[4],"[[job, use, issue, house, key, fall, adjust, run, go, run, get, rash, sweat, salt, grind, switch, flipbelt, preference, feel, arm, guess, perfect, go, walk, activity, didnt, sweat]]","[[job use issue house key fall adjust run go run get rash sweat salt grind switch flipbelt preference feel arm guess perfect go walk activity didnt sweat, 0.926, 4]]"
B00APLOM62,"[0.6369, 0.6249, -0.1531, -0.8674, -0.238, 0.0516, 0.0]","[5, 5, 1, 1, 2, 5, 1]","[[week, use, twice, broke, good, thing, price, money], [charger, problem, delivery, equipment], [order, time, work, daybr, br, sorry, company, sorry, productbr, br, joyce, christopherbr, imarkentgmailcom], [samsung, oem, cable, work], [month, connection, wire, separate, plug], [cord, brought, didnt, week, disappoint], [charger, arrive, time, work]]","[[week use twice broke good thing price money, 0.6369, 5], [charger problem delivery equipment, 0.6249, 5], [order time work daybr br sorry company sorry productbr br joyce christopherbr imarkentgmailcom, -0.1531, 1], [samsung oem cable work, -0.8674, 1], [month connection wire separate plug, -0.238, 2], [cord brought didnt week disappoint, 0.0516, 5], [charger arrive time work, 0.0, 1]]"
B00AQUCPFC,[0.0],[5],"[[product, exceed, expectation]]","[[product exceed expectation, 0.0, 5]]"
B00AQUO5RI,"[0.8979, 0.9306, 0.3716, 0.9601, 0.9531, 0.9446]","[5, 5, 3, 4, 5, 5]","[[speaker, work, window, audio, quality, good, microphone, high, quality, headphone, speakerphone, microphone, give, bit, speakinginacavern, sound, analog, headset, jack, work, switch, communication], [read, review, issue, echo, experience, issue, use, device, client, hotel, cant, go, get, volume, range, great, use], [gush, gadget, design, excellent, design, call, side, conversation, control, feature, touch, minus, volume, control, light, come, show, level, press, mute, red, light, come, show, mute, press, battery, button, light, give, display, battery, call, green, indicator, light, show, plug, laptop, become, speaker, skype, compact, easy, carry, do], [product, didnt, work, need], [review, week, use, see, action, know, surprise, device, person, get, number, call, min, headset, bind, desk, provides, freedom, move, exercise, take, care, thing, desk, case, require, miss, stuff, handy, tool, come, cover, carry, travel], [sound, work, phone, laptop, tablet, love]]","[[speaker work window audio quality good microphone high quality headphone speakerphone microphone give bit speakinginacavern sound analog headset jack work switch communication, 0.8979, 5], [read review issue echo experience issue use device client hotel cant go get volume range great use, 0.9306, 5], [gush gadget design excellent design call side conversation control feature touch minus volume control light come show level press mute red light come show mute press battery button light give display battery call green indicator light show plug laptop become speaker skype compact easy carry do, 0.3716, 3], [product didnt work need, 0.9601, 4], [review week use see action know surprise device person get number call min headset bind desk provides freedom move exercise take care thing desk case require miss stuff handy tool come cover carry travel, 0.9531, 5], [sound work phone laptop tablet love, 0.9446, 5]]"
B00B1HVI4I,"[0.6866, -0.2263]","[4, 2]","[[charger, work, working, week, buy, thing], [purchase, replace, charger, work, iphone, good, luck, use, phone, say, work, device, star]]","[[charger work working week buy thing, 0.6866, 4], [purchase replace charger work iphone good luck use phone say work device star, -0.2263, 2]]"
B00BYESXBE,[0.8225],[5],"[[excellent, item, super, fast, shipping]]","[[excellent item super fast shipping, 0.8225, 5]]"
B00BYRJXGA,"[-0.34, -0.0516]","[2, 5]","[[work, fine, problem, thanks], [give, rating, adjust, output, voltage, turn, pot, screw]]","[[work fine problem thanks, -0.34, 2], [give rating adjust output voltage turn pot screw, -0.0516, 5]]"
B00BZDK3XK,[0.8777],[5],"[[own, charge, iphone, time, charge, love, charge, ipad, recommend]]","[[own charge iphone time charge love charge ipad recommend, 0.8777, 5]]"
B00CJG7MFY,"[0.4754, 0.51, -0.2732, 0.2732]","[5, 4, 1, 4]","[[say, hour, talk, time, standby, hour, talk, say, battery, ], [nice, product, time], [love, itembut, broke, month, return, return, time, limit, past], [crack]]","[[say hour talk time standby hour talk say battery , 0.4754, 5], [nice product time, 0.51, 4], [love itembut broke month return return time limit past, -0.2732, 1], [crack, 0.2732, 4]]"
B00D1AGXVG,[-0.4767],[1],"[[screen, break, took, wrapper]]","[[screen break took wrapper, -0.4767, 1]]"
B00DA06Z3I,"[0.7461, 0.2023]","[4, 5]","[[sound, dock, style, idevice, connector, stop, use, didnt, work, device, connector, anymore, find, bluetooth, adapter, work, range, sound, bit, bass, heavy, clear, complaint, seem, way, wake, adapter, unplug, plug, thats, issue], [feel, fine, look]]","[[sound dock style idevice connector stop use didnt work device connector anymore find bluetooth adapter work range sound bit bass heavy clear complaint seem way wake adapter unplug plug thats issue, 0.7461, 4], [feel fine look, 0.2023, 5]]"
B00DEDL9WI,"[0.7287, 0.6213, 0.7906]","[5, 5, 5]","[[product, install, fast, shipping], [battery, keep, chargeat, alli, order, husband, watch, video, replace, husband, replace, battery, phone, work, change, battery, lot, partsbe, watch, video]]","[[product install fast shipping, 0.7287, 5], [battery keep chargeat alli order husband watch video replace husband replace battery phone work change battery lot partsbe watch video, 0.6213, 5], [, 0.7906, 5]]"
B00DJAVLG0,[0.705],[5],"[[use, replace, base, radio, challenger, fit, expect, minor, notch, trim, radio, instal, use, utility, knife, easy]]","[[use replace base radio challenger fit expect minor notch trim radio instal use utility knife easy, 0.705, 5]]"
B00DNLKM06,"[0.6369, 0.0]","[5, 3]","[[sticker, glue]]","[[sticker glue, 0.6369, 5], [, 0.0, 3]]"
B00DV2CKCU,[0.0],[2],"[[think, get, round, black, ihome, charge, bank, picturedi, receive, charging, bank, doesnt]]","[[think get round black ihome charge bank picturedi receive charging bank doesnt, 0.0, 2]]"
B00DVKOSHM,[0.6124],[4],"[[loud, regular, jam, box]]","[[loud regular jam box, 0.6124, 4]]"
B00DZTJKYU,"[0.9412, 0.4588, -0.8422, 0.9713, -0.4118, 0.9168]","[5, 5, 1, 4, 2, 4]","[[look, good, dont, know, im, listen, music, thats, work, leave, headphone, think, broke, return], [amaze, sound, great, jam, noice, cancelation, great, recommend], [sound, phone, conversation, headset, talk, headset, people, tell, voice, clear, noise, purchase, talk, phone, listen, walking, lg, return, noise, talk, headset, well, lg, purpose, extend, durability], [headphone, excellent, purchase, sound, quality, excellent, bought, work, rest, neck, ear, piece, fit, come, ear, bud, want, pair, phone, smart, watch, nice, work, headphone, wire, get, waybr, br, issue, situps, option, clip, shirt, portion, deal, fight, wire, recommend, friend], [sound, great, bass], [worst, thing, buy, life, device, lose, communication, xperia, zl, receive, help, sony, solve, issue, call, writing, time, directlybr, br, recommend, star, there]]","[[look good dont know im listen music thats work leave headphone think broke return, 0.9412, 5], [amaze sound great jam noice cancelation great recommend, 0.4588, 5], [sound phone conversation headset talk headset people tell voice clear noise purchase talk phone listen walking lg return noise talk headset well lg purpose extend durability, -0.8422, 1], [headphone excellent purchase sound quality excellent bought work rest neck ear piece fit come ear bud want pair phone smart watch nice work headphone wire get waybr br issue situps option clip shirt portion deal fight wire recommend friend, 0.9713, 4], [sound great bass, -0.4118, 2], [worst thing buy life device lose communication xperia zl receive help sony solve issue call writing time directlybr br recommend star there, 0.9168, 4]]"
B00E1UWA4O,"[-0.4404, 0.6271, 0.5719, 0.4767, -0.2023, 0.0, 0.0, 0.0, -0.3919, 0.8141, -0.1779, 0.6486, 0.3182, 0.8805, 0.6794, 0.0, 0.4019, 0.4404, 0.2023, 0.6369]","[5, 4, 2, 1, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5]","[[far], [charge, fast, usb, port, sturdy, majority, car, charger, purchase, love, usb, port, problem, believe, wont], [work], [work, phone], [super, fast, charge, use, buy, charger, ebay, dollar, piece, go, extra, cost, charge, dead, hour, cheap, one, keep, charge, give, phone], [charge, ipads, time, charge, car, charger, ive, lot, work, car, try, find, improvement, thing], [charge, fast, stream, music, use, map, program, get, phone, charge], [prefer, longer, market, cigarette, lighter, motorcylebr, fit, receptacle, keep, phone, run, gps, tune, go, keep, sena, smh, charge, put, buy, need], [version, dont, buy, get, anker, powerdrive, better, build, quality, better, product, output, half, cost, httpamzntopxzrybr, br, detailsbr, order, brother, portapow, charge, brother, complain, couldnt, charge, phone, truck, time, plug, usb, andor, phone, blue, light, go, wouldnt, work, think, truck, week, thing, happen, car], [fyi, universal, think, work, mazda, cx], [say, work, advertise], [product, advertise, mount, stick, car, lighter, socket, inch, nice, get, product, dimension, sell, page, dimension, package], [charge, phone, phone, charge, drain, navigate], [try, socalled, charger, job, others, try, rate, discharge, usb, rout, car, dock, charge, nexus, screen, spotify], [love, charge, ipads, iphones, galaxy, note, product, etc, charge, usb, warranty, support, awesome], [work, fine, take, time, wiggle, order, connect, shift, position, doesnt, connect, sure, car, scosche], [product, seem, work, price], [super, fast, apple, product, operate, system, use, worry, overcharge, io, allow, overcharge, love, yes], [wont, charge, phone]]","[[far, -0.4404, 5], [charge fast usb port sturdy majority car charger purchase love usb port problem believe wont, 0.6271, 4], [work, 0.5719, 2], [work phone, 0.4767, 1], [super fast charge use buy charger ebay dollar piece go extra cost charge dead hour cheap one keep charge give phone, -0.2023, 5], [charge ipads time charge car charger ive lot work car try find improvement thing, 0.0, 5], [charge fast stream music use map program get phone charge, 0.0, 3], [prefer longer market cigarette lighter motorcylebr fit receptacle keep phone run gps tune go keep sena smh charge put buy need, 0.0, 1], [version dont buy get anker powerdrive better build quality better product output half cost httpamzntopxzrybr br detailsbr order brother portapow charge brother complain couldnt charge phone truck time plug usb andor phone blue light go wouldnt work think truck week thing happen car, -0.3919, 5], [fyi universal think work mazda cx, 0.8141, 5], [say work advertise, -0.1779, 5], [product advertise mount stick car lighter socket inch nice get product dimension sell page dimension package, 0.6486, 5], [charge phone phone charge drain navigate, 0.3182, 5], [try socalled charger job others try rate discharge usb rout car dock charge nexus screen spotify, 0.8805, 5], [love charge ipads iphones galaxy note product etc charge usb warranty support awesome, 0.6794, 5], [work fine take time wiggle order connect shift position doesnt connect sure car scosche, 0.0, 4], [product seem work price, 0.4019, 5], [super fast apple product operate system use worry overcharge io allow overcharge love yes, 0.4404, 5], [wont charge phone, 0.2023, 3], [, 0.6369, 5]]"
B00ESLW2LC,[-0.571],[2],"[[bluetooth, headset, find, hear, player]]","[[bluetooth headset find hear player, -0.571, 2]]"
B00EWU24US,"[-0.1761, 0.0, 0.6124, 0.7408, 0.6369, -0.979, -0.6708]","[1, 1, 1, 4, 5, 1, 1]","[[order, work, disappoint, recommend, anyone], [work, ipad, air, know, apple, put, chip, buy, product, disappoint, cause, need, longer, cable, wish, add, iphone, etc, page, order], [ok, cant, determine, start, use, itbr], [take, get, get, wasnt, pack, ft, charger, say], [length, move, charging, phone], [charge, phone, way, slow, ], [waste, money, broke, withing, hour]]","[[order work disappoint recommend anyone, -0.1761, 1], [work ipad air know apple put chip buy product disappoint cause need longer cable wish add iphone etc page order, 0.0, 1], [ok cant determine start use itbr, 0.6124, 1], [take get get wasnt pack ft charger say, 0.7408, 4], [length move charging phone, 0.6369, 5], [charge phone way slow , -0.979, 1], [waste money broke withing hour, -0.6708, 1]]"
B00EYWEH2C,[-0.3818],[1],"[[piece, crap]]","[[piece crap, -0.3818, 1]]"
B00F7B1TAM,[0.6249],[5],[[product]],"[[product, 0.6249, 5]]"
B00F9VROO0,[0.4215],[5],[[nice]],"[[nice, 0.4215, 5]]"
B00FERO8ES,"[-0.5439, 0.836]","[4, 5]","[[battery, doesnt, charge, think, problem, phone, find, tomorrow, get, factory, reset, make, sure, phone, battery, wall, charger, idea, dont, wear, mini, micro, usb, charge, plug, book, wear, tear, phone, worry, ask, plug, unplug, ], [excellent, product, ive, use, thats, didnt, make, review, cause, testing, say, work, charm, delivery, precise]]","[[battery doesnt charge think problem phone find tomorrow get factory reset make sure phone battery wall charger idea dont wear mini micro usb charge plug book wear tear phone worry ask plug unplug , -0.5439, 4], [excellent product ive use thats didnt make review cause testing say work charm delivery precise, 0.836, 5]]"
B00FYVF7XA,[-0.2023],[3],"[[expect, duracel, give, phone, charge, charge]]","[[expect duracel give phone charge charge, -0.2023, 3]]"
B00FZ6XZNI,[0.5368],[5],"[[quality, doesnt, scratch]]","[[quality doesnt scratch, 0.5368, 5]]"
B00G2QF0JW,[-0.0516],[3],"[[picture, texture, color, worn, spot, happen, case]]","[[picture texture color worn spot happen case, -0.0516, 3]]"
B00H9B7ALK,"[0.7574, -0.7351, 0.0, 0.9245, 0.7351, 0.8736, 0.7711, 0.6249, 0.2732, 0.6249, 0.8424, 0.4019, 0.6249, 0.7906, 0.7902, -0.0772, 0.6249, 0.5106, 0.6369, 0.8555, 0.4927]","[5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5]","[[work, nexus, naked, case], [charger, perform, useno, hunt, sweet, spotand, recomend], [itbr, work, samsung, charm], [charger, work, putting, phone, top, charger, charge, beep, sound, confirmbr, fast, charge, snapin, whenever, put, phone, surface, chargebr, try, wireless, charger, end, return, allbr, recommend], [buy, awesome], [work, great, nexus], [thing, doesnt, work], [buy, husband, samsung, us, night, issue, happy, husband, happy, wife], [happy, purchase, thank], [nd, charge, port, stop, work, product], [work, well, try, sammy, sweet, spot, find, charge, area, leather, case, plastic, holster, combine, work, time, hear, beep, confirm, charge, disconnect, sammys, oh, mention, think, go, order, office], [buy, love, convenience], [product, amaze, meet, exceed, expectation, there, thing, want, say, charger, work, otterbox, defender, galaxy, phone, center, pad, work], [product, nexus, micro, usb, connector, break, charge, anymore, look, product, amazon, pick, base, review, price, excellent, result, charge, tablet, start, cover, try, success, charger, sits, corner, desk, nexus, overlap, problem, charger, thin, couple, week], [device, work, problem, allbr, recomend, family, friend], [google, nexus, charge, case], [work, great, wire, charger, buy, work, home, work, convenient], [thick, case, galaxy, edge, charger, work, case, place, phone, charge, pad, pad, beep, bit, phone, touch, think, work, case, use, try, couple, wireless, charger, disappoint, good, im, think, buying, keep, work], [charge, good, slim, use, lg, g, charge, proficient, rate], [charger, work, list, doesnt, build, heat, way, turn, blink, charge, light, night], [work, great]]","[[work nexus naked case, 0.7574, 5], [charger perform useno hunt sweet spotand recomend, -0.7351, 1], [itbr work samsung charm, 0.0, 1], [charger work putting phone top charger charge beep sound confirmbr fast charge snapin whenever put phone surface chargebr try wireless charger end return allbr recommend, 0.9245, 5], [buy awesome, 0.7351, 5], [work great nexus, 0.8736, 5], [thing doesnt work, 0.7711, 5], [buy husband samsung us night issue happy husband happy wife, 0.6249, 5], [happy purchase thank, 0.2732, 5], [nd charge port stop work product, 0.6249, 5], [work well try sammy sweet spot find charge area leather case plastic holster combine work time hear beep confirm charge disconnect sammys oh mention think go order office, 0.8424, 5], [buy love convenience, 0.4019, 4], [product amaze meet exceed expectation there thing want say charger work otterbox defender galaxy phone center pad work, 0.6249, 5], [product nexus micro usb connector break charge anymore look product amazon pick base review price excellent result charge tablet start cover try success charger sits corner desk nexus overlap problem charger thin couple week, 0.7906, 4], [device work problem allbr recomend family friend, 0.7902, 5], [google nexus charge case, -0.0772, 5], [work great wire charger buy work home work convenient, 0.6249, 5], [thick case galaxy edge charger work case place phone charge pad pad beep bit phone touch think work case use try couple wireless charger disappoint good im think buying keep work, 0.5106, 5], [charge good slim use lg g charge proficient rate, 0.6369, 5], [charger work list doesnt build heat way turn blink charge light night, 0.8555, 5], [work great, 0.4927, 5]]"
B00HKTNXMG,[0.6249],[5],"[[product, seller]]","[[product seller, 0.6249, 5]]"
B00HNT5ZYW,"[0.8746, 0.5719]","[5, 4]","[[im, amazon, struggle, navigating, find, picture, phone, case, product, thrill, case, iphone, theyre, endanger, specie, thank], [get, case, love, color, look, phone, love, came, mail]]","[[im amazon struggle navigating find picture phone case product thrill case iphone theyre endanger specie thank, 0.8746, 5], [get case love color look phone love came mail, 0.5719, 4]]"
B00HWLWEKY,[0.069],[5],"[[need, loud, nice, clear]]","[[need loud nice clear, 0.069, 5]]"
B00HZCPYGG,[0.0],[5],"[[handiest, thing]]","[[handiest thing, 0.0, 5]]"
B00IKFTNJQ,[0.9042],[5],"[[phone, case, came, ship, israel]]","[[phone case came ship israel, 0.9042, 5]]"
B00IUQ2XAQ,"[0.9735, 0.8604]","[5, 1]","[[excellent, product, attach, work, phone, surface, excellent, addition, great, phone, samsung], [purchase, aduro, shatterguardz, iphones, galaxy, fit, phone, screen, screen, protect, try, glass, protector, werent, apply, left, bubble, purchase, iphone, purchase, shatterguardz, surprise, find, thinner, product, cover, entire, screen, leave, screen, unprotected, imagine, protect, scratch, way, protect, iphone, screen, crack, aduro, offer, iphone, contact, aduro, customer, service, couldnt, appropriate, response, instruction, return, product, im]]","[[excellent product attach work phone surface excellent addition great phone samsung, 0.9735, 5], [purchase aduro shatterguardz iphones galaxy fit phone screen screen protect try glass protector werent apply left bubble purchase iphone purchase shatterguardz surprise find thinner product cover entire screen leave screen unprotected imagine protect scratch way protect iphone screen crack aduro offer iphone contact aduro customer service couldnt appropriate response instruction return product im, 0.8604, 1]]"
B00J2FHXGS,[0.9599],[4],"[[case, love, belt, clip, drop, phone, couple, time, take, pride, seem, sturdy, issue, kickstand, time, easiest, pop, sure, get, looser, gotten, well, time, break, accident, twice, part, back, pop, awesome, case, belt, clip, case]]","[[case love belt clip drop phone couple time take pride seem sturdy issue kickstand time easiest pop sure get looser gotten well time break accident twice part back pop awesome case belt clip case, 0.9599, 4]]"
B00J7QNFTQ,[0.807],[5],"[[perfect, product, seller, honest, product, quality]]","[[perfect product seller honest product quality, 0.807, 5]]"
B00JCFETQ0,[0.3716],[4],"[[case, great, remove, phone, snap, hold, phone, keep, break]]","[[case great remove phone snap hold phone keep break, 0.3716, 4]]"
B00JGIHC5I,[-0.2924],[1],"[[drop, day, protect, phone]]","[[drop day protect phone, -0.2924, 1]]"
B00JH88O72,"[0.9201, 0.32, 0.0, 0.0]","[5, 3, 1, 1]","[[wish, hold, card, get, stiff, stronger, aside, love, case, save, carry, bulky, wallet, pocket, phone, wit, otterbox, case], [look, cheap, use, item], [leather, top, qualityhope, make, well, quality], [return, strap, wouldnt, stay, shut, inside, wasnt, overpacked]]","[[wish hold card get stiff stronger aside love case save carry bulky wallet pocket phone wit otterbox case, 0.9201, 5], [look cheap use item, 0.32, 3], [leather top qualityhope make well quality, 0.0, 1], [return strap wouldnt stay shut inside wasnt overpacked, 0.0, 1]]"
B00JHKCAYS,[-0.3749],[1],"[[stop, work, month, worth, hassle, return]]","[[stop work month worth hassle return, -0.3749, 1]]"
B00JJVTSHW,"[0.7734, -0.1027]","[5, 2]","[[put], [apply, wouldnt, know, there, screen, protector, didnt, mess, come, sheet, see, bubble, remove, film, layer, bubble, gone, get, smudge, breath, rub, soft, cloth, shirt, voila, sleek]]","[[put, 0.7734, 5], [apply wouldnt know there screen protector didnt mess come sheet see bubble remove film layer bubble gone get smudge breath rub soft cloth shirt voila sleek, -0.1027, 2]]"
B00JW386SO,[-0.1913],[3],"[[get, week, work, cigarette, lighter, fit, outlet, make, charge, work, wont, recommend, anyone]]","[[get week work cigarette lighter fit outlet make charge work wont recommend anyone, -0.1913, 3]]"
B00JZD021U,[0.0],[1],"[[didnt, work, dims, phonestupid, dont, buy]]","[[didnt work dims phonestupid dont buy, 0.0, 1]]"
B00K5V1FJY,[0.7906],[5],"[[use, work]]","[[use work, 0.7906, 5]]"
