B0002UPGOI,[0.0],[3],"[[ground, wire]]","[[ground wire, 0.0, 3]]"
B004BX2HOE,"[-0.6293, 0.6249]","[4, 5]","[[smart, phone, need, make, call, text, phone, work, sound, touch, screen, work, take, beating, work, building, concrete, floor, drop, phone, day, issue]]","[[smart phone need make call text phone work sound touch screen work take beating work building concrete floor drop phone day issue, -0.6293, 4], [, 0.6249, 5]]"
B004E5ZVL0,[0.0],[4],"[[llegaron, tarde]]","[[llegaron tarde, 0.0, 4]]"
B004QP2YLI,[0.0],[5],"[[work, specify, say]]","[[work specify say, 0.0, 5]]"
B0052UB5UC,"[0.4215, 0.3818, 0.7003, 0.9275, 0.4927, -0.4767, 0.7615]","[4, 4, 5, 5, 5, 1, 5]","[[sony, walkman, radio, met, expectation, way, tune, precise, fm, sound, excellent, use, set, headphone, one, include, radio, one, arent], [little, radio, walk], [nice, size], [radio, switch, headphone, fit, value, price], [worse, service, receive, product, repair, buy, sony, producy], [battery, dont, id, hop], [product, seller]]","[[sony walkman radio met expectation way tune precise fm sound excellent use set headphone one include radio one arent, 0.4215, 4], [little radio walk, 0.3818, 4], [nice size, 0.7003, 5], [radio switch headphone fit value price, 0.9275, 5], [worse service receive product repair buy sony producy, 0.4927, 5], [battery dont id hop, -0.4767, 1], [product seller, 0.7615, 5]]"
B00542NV32,[0.7557],[5],"[[product, fast, delivery, havent, get, chance, test, field, seem, operate, ]]","[[product fast delivery havent get chance test field seem operate , 0.7557, 5]]"
B0055U7REW,[-0.4404],[1],"[[cheap, material, come]]","[[cheap material come, -0.4404, 1]]"
B005D9KHVU,[0.7845],[5],"[[case, drop, phone, dozen, time, save, time]]","[[case drop phone dozen time save time, 0.7845, 5]]"
B005FSGQIW,[-0.4215],[1],"[[hoke, break]]","[[hoke break, -0.4215, 1]]"
B005VR1VQE,"[0.0, 0.9894]","[5, 1]","[[describedneeded, input], [edit, tp, work, live, death, throes, start, crash, minute, leave, channel, turn, problem, disappear, minute, make, shift, solution, stop, work, end, buy, audiosource, amp, nice, amp, monitor, fine, construction, space, take, fine, consider, stereo, amp, way, power, need, im, complain, p, tp, play, think, amp, abuse, question, purchase, amp, go, technology, studiomonitor, prosub, feed, odac, excellent, sound, distortion, level, use, ampspeaker, system, house, party, provide, loud, sound, decide, experiment, see, amp, stand, amp, consider, time, purchase, studiomonitor, couldnt, afford, nowthe, audioengine, n, use, gauge, speaker, wire, monoprice, conduct, listening, test, family, member, amp, feed, odac, determine, difference, use, snippet, cd, lossless, flac, rip, daft, punk, random, access, memory, underground, jazz, musician, test, studio, monitor, subwoofer, connect, series, see, output, display, difference, frequency, none, cymbal, display, tonality, voice, instrumentation, harmony, track, test, output, subwoofer, use, level, input, come, tp, lfe, input, out, provide, audioengine, n, studio, monitor, connect, sake, notice, difference, end, none, frequency, tight, amplifier, test, make, sure, level, sound, volume, conclusion, amplifier, cost, provides, quality, sound, love, fact, n, dedicate, rca, out, purchase, better, amplifier, think, pay, sound]]","[[describedneeded input, 0.0, 5], [edit tp work live death throes start crash minute leave channel turn problem disappear minute make shift solution stop work end buy audiosource amp nice amp monitor fine construction space take fine consider stereo amp way power need im complain p tp play think amp abuse question purchase amp go technology studiomonitor prosub feed odac excellent sound distortion level use ampspeaker system house party provide loud sound decide experiment see amp stand amp consider time purchase studiomonitor couldnt afford nowthe audioengine n use gauge speaker wire monoprice conduct listening test family member amp feed odac determine difference use snippet cd lossless flac rip daft punk random access memory underground jazz musician test studio monitor subwoofer connect series see output display difference frequency none cymbal display tonality voice instrumentation harmony track test output subwoofer use level input come tp lfe input out provide audioengine n studio monitor connect sake notice difference end none frequency tight amplifier test make sure level sound volume conclusion amplifier cost provides quality sound love fact n dedicate rca out purchase better amplifier think pay sound, 0.9894, 1]]"
B005ZSYEOK,[0.5719],[5],"[[excellent, product]]","[[excellent product, 0.5719, 5]]"
B006QYXW0E,[0.2732],[5],"[[make, job]]","[[make job, 0.2732, 5]]"
B0077PM3KG,"[0.296, 0.7543]","[3, 5]","[[yearold, phone, picky, wont, charge, phone, cord, plug, seems, fine, others, stuff], [size, downfall, lose, charger, size, work, charm]]","[[yearold phone picky wont charge phone cord plug seems fine others stuff, 0.296, 3], [size downfall lose charger size work charm, 0.7543, 5]]"
B007ZRSIM8,[0.0],[5],[[purchase]],"[[purchase, 0.0, 5]]"
B00827EG6W,[0.7717],[5],"[[fit, htc, look]]","[[fit htc look, 0.7717, 5]]"
B008V87HJA,[0.5719],[5],"[[work, perfect]]","[[work perfect, 0.5719, 5]]"
B0090SB1CE,[-0.4023],[2],"[[disc, stick, dash, wasnt, phone, fell, disc, buy, something, stick, try]]","[[disc stick dash wasnt phone fell disc buy something stick try, -0.4023, 2]]"
B00A8RL0NG,[0.765],[5],"[[product, look, phone, buy]]","[[product look phone buy, 0.765, 5]]"
B00B453CAU,[0.4215],[5],"[[wife, like]]","[[wife like, 0.4215, 5]]"
B00BCBRA4K,"[-0.7576, 0.4404, 0.3919, -0.0581]","[2, 3, 3, 3]","[[desk, clamp, part, package, great, ive, test, iphone, issue, work, car, mount, part, mount, end, shake, lot, mount, isnt, stable, fine, want, phone, see, buy, idea, recordingbroadcasting, video, car, drive], [fit, furniture, loosens], [dont, expect, car, mount, cheap, material, price], [car, holder, break, receive, arm, clip, connect, bed, side, table, head, rest, use, kept, slip, arm, sturdy, iphone, whenever, connect, arm, droop, adjust, set, preference]]","[[desk clamp part package great ive test iphone issue work car mount part mount end shake lot mount isnt stable fine want phone see buy idea recordingbroadcasting video car drive, -0.7576, 2], [fit furniture loosens, 0.4404, 3], [dont expect car mount cheap material price, 0.3919, 3], [car holder break receive arm clip connect bed side table head rest use kept slip arm sturdy iphone whenever connect arm droop adjust set preference, -0.0581, 3]]"
B00BGELLIO,"[-0.677, 0.6369, 0.5719, 0.7342, 0.2728]","[1, 4, 5, 5, 3]","[[work, want, fit, doesnt, distract, im, run, keep, phone, place, overheat], [product, seem, make, armband, provide, fit, keep, case, slide, arm, strap, arm, fold, tucking, extra, length, keep, way, feel], [product, excellent], [phone, wont, work, cover, say, reviewer, use, phone, say, dont, get, worthless], [use, armband, time, okay, lg, optimus, g, pro, case, pocket, phone, key, id, card, construction, good, doesnt, appear, shabby, main, issue, strap, edge, tend, scratch, skin, put, sleeve, use]]","[[work want fit doesnt distract im run keep phone place overheat, -0.677, 1], [product seem make armband provide fit keep case slide arm strap arm fold tucking extra length keep way feel, 0.6369, 4], [product excellent, 0.5719, 5], [phone wont work cover say reviewer use phone say dont get worthless, 0.7342, 5], [use armband time okay lg optimus g pro case pocket phone key id card construction good doesnt appear shabby main issue strap edge tend scratch skin put sleeve use, 0.2728, 3]]"
B00BTXOTWM,[0.3252],[1],"[[product, didnt, work, waste, money]]","[[product didnt work waste money, 0.3252, 1]]"
B00CA6BGD2,[0.2732],[3],"[[screen, protector, chain, include, mail, durability, product, matter, drop, phone, protect]]","[[screen protector chain include mail durability product matter drop phone protect, 0.2732, 3]]"
B00CFQPK8Y,[0.4588],[5],"[[hang, emma, fox, bag, sparklyhis, tail]]","[[hang emma fox bag sparklyhis tail, 0.4588, 5]]"
B00CHOKH5U,[0.9062],[5],"[[daughter, love, skin, life, case, friends, want, deliver, recommend, product]]","[[daughter love skin life case friends want deliver recommend product, 0.9062, 5]]"
B00CLHGL4E,[0.5859],[5],"[[amaze, simple, program]]","[[amaze simple program, 0.5859, 5]]"
B00CZ5FWVU,[0.4404],[2],[[break]],"[[break, 0.4404, 2]]"
B00D2WS6SG,[0.8929],[1],"[[decision, buy, article, wife, windows, phone, nokia, bluetooth, dont, charge, function, less, minute, call, drop, dont, lose, time, thisbr, br, info, buy, bluetooth, speaker, hydra, photive, excellence, product, par, phone, tablet, computer, everything, house, wife, happy, need]]","[[decision buy article wife windows phone nokia bluetooth dont charge function less minute call drop dont lose time thisbr br info buy bluetooth speaker hydra photive excellence product par phone tablet computer everything house wife happy need, 0.8929, 1]]"
B00DQ9U7QY,[0.6369],[5],"[[price, bargain]]","[[price bargain, 0.6369, 5]]"
B00DTQ9LO8,[0.3182],[1],"[[case, hugeee, case, cell, throw]]","[[case hugeee case cell throw, 0.3182, 1]]"
B00E0RBJO0,[0.8271],[5],"[[perfect, fit]]","[[perfect fit, 0.8271, 5]]"
B00E4UZMV4,[0.9451],[5],"[[case, nd, gen, nexus, love, color, keep, device, protect, vendor, great, issue, arrive, time, expect]]","[[case nd gen nexus love color keep device protect vendor great issue arrive time expect, 0.9451, 5]]"
B00E7LMM36,[0.5719],[5],[[perfect]],"[[perfect, 0.5719, 5]]"
B00ENNVQAI,[-0.5256],[1],"[[misadvertisement, case, motorola, moto, x, disappoint]]","[[misadvertisement case motorola moto x disappoint, -0.5256, 1]]"
B00EUF2162,[-0.8074],[1],"[[worst, piece, ive, waste, money]]","[[worst piece ive waste money, -0.8074, 1]]"
B00EZW9H1C,"[0.7845, 0.6369]","[5, 5]","[[phone, make, screen, thats]]","[[phone make screen thats, 0.7845, 5], [, 0.6369, 5]]"
B00FAU5B72,[0.6697],[4],"[[problem, smell, hope, go]]","[[problem smell hope go, 0.6697, 4]]"
B00FBT88N6,"[0.2732, 0.4404]","[5, 5]","[[work, phone], [cheap, time, thanks]]","[[work phone, 0.2732, 5], [cheap time thanks, 0.4404, 5]]"
B00FPBVXGO,[-0.0691],[5],"[[work, suppose, bit, pain, put, describe]]","[[work suppose bit pain put describe, -0.0691, 5]]"
B00G52MHCG,[0.9099],[5],"[[mpow, product, love, battery, thin, build, work, recommend]]","[[mpow product love battery thin build work recommend, 0.9099, 5]]"
B00GCZVXPI,[0.8316],[5],"[[buy, radio, come, ship, manufacture, seem, took, forever, time, work, rescue, unit, travel, county, run, agreement, surround, area, intimidate, programming, instruction, translate, someone, american, month, insult, fellow, ham, coworkers, break, everything, start, try, program, become, rt, system, program, purchase, went, clockworkbr, br, use, radio, amateur, field, day, emergency, management, ability, freqs, board, amateur, great, order, store, forlet, say, emergent, issuesbr, br, radio, great, surround, county, order, pre, program, emergency, use, great, remember, license, requirement, talk, allot, frequenciesbr, br, throw, radio, jurisdiction, limit, budget, lifesaverbr, check, outi, dont, thinkyoull, disappointedbr, br, ron]]","[[buy radio come ship manufacture seem took forever time work rescue unit travel county run agreement surround area intimidate programming instruction translate someone american month insult fellow ham coworkers break everything start try program become rt system program purchase went clockworkbr br use radio amateur field day emergency management ability freqs board amateur great order store forlet say emergent issuesbr br radio great surround county order pre program emergency use great remember license requirement talk allot frequenciesbr br throw radio jurisdiction limit budget lifesaverbr check outi dont thinkyoull disappointedbr br ron, 0.8316, 5]]"
B00GGB6T3E,[-0.2732],[5],"[[fuel, custom, wheel, insert, center, hold, screw, room, put, air, pressure, guage, model, work]]","[[fuel custom wheel insert center hold screw room put air pressure guage model work, -0.2732, 5]]"
B00GK9RY6I,[0.0258],[2],"[[work, work, bit, buy, work, cube, blow, matter, hour, produce, smoke]]","[[work work bit buy work cube blow matter hour produce smoke, 0.0258, 2]]"
B00GN1YKBU,[0.2732],[5],[[work]],"[[work, 0.2732, 5]]"
B00GSATGY2,"[-0.7717, 0.0]","[1, 1]","[[worst, office, chair, cushion, see, got, work, sat, seem, got, worse, day, go, lunch, time, baffle, inside, unzip, thing, find, bag, yellow, stuff, sandwich, looking, thin, piece, foam, stuff, bag, move, inside, consistency, honey, produce, fart, sound, move, reposition, sit, plain, crap, dont, fall, save, money, buy, something], [buy, cushion, car, year, buy, time, find, kind, seat, cushion, car]]","[[worst office chair cushion see got work sat seem got worse day go lunch time baffle inside unzip thing find bag yellow stuff sandwich looking thin piece foam stuff bag move inside consistency honey produce fart sound move reposition sit plain crap dont fall save money buy something, -0.7717, 1], [buy cushion car year buy time find kind seat cushion car, 0.0, 1]]"
B00GTW3LT0,[-0.1531],[2],"[[stone, start, fall, day, get]]","[[stone start fall day get, -0.1531, 2]]"
B00H06JN1E,[0.4404],[5],[[product]],"[[product, 0.4404, 5]]"
B00H0CV9VU,[0.8369],[5],"[[buy, headset, clear, noise, cancellation, light, ear, come, replacement, ear, piece, amazon, target, brainer]]","[[buy headset clear noise cancellation light ear come replacement ear piece amazon target brainer, 0.8369, 5]]"
B00H4F9WDA,"[0.0, -0.508, 0.9843, 0.0, 0.0, -0.2964, 0.9246, 0.4927]","[3, 1, 5, 5, 5, 2, 5, 5]","[[phone, condition, went, refurbishment, power], [expect, return, item], [impress, w, nokia, lumia, amzn, dog, put, activate, sim, card, sim, card, didnt, work, boot, turn, get, activation, sim, card, walmart, thanks, bead, upgrade, window, thing, get, smoother, keyboard, interface, better, iphone, digitizer, glass, screen, work, compare, ipho, faster, screen, digitizer, better, music, analog, fm, radio, built, inbr, glad, didnt, slam, concrete, day], [excelente, teleacutefono], [speaker, ringer, alarm, clock, music, android, phone, quit, work, need, phone, pay, day, shipping, get, friday, show, monday, fine, condition, appear, window, phone, nokia, phone, thought, want, know, windows, system, phone, cant, see, talk, conversation, cant, find, number, phone, enter, number, cant, earpiece, volume, call, try, link, email, account, use, outlook, microsoft, ie, windows, account, work, thing, phone, own, store, map, map, sometimes, try, download, app, microsoft, store, wont, sort, picture, album, create, emoticon, message, take, lot, character, android, phone, recommend, phone, anything, talk, hop, get, year, android, phone, fix, use, turn], [price, phone, get, screen, color, o], [exelente]]","[[phone condition went refurbishment power, 0.0, 3], [expect return item, -0.508, 1], [impress w nokia lumia amzn dog put activate sim card sim card didnt work boot turn get activation sim card walmart thanks bead upgrade window thing get smoother keyboard interface better iphone digitizer glass screen work compare ipho faster screen digitizer better music analog fm radio built inbr glad didnt slam concrete day, 0.9843, 5], [excelente teleacutefono, 0.0, 5], [speaker ringer alarm clock music android phone quit work need phone pay day shipping get friday show monday fine condition appear window phone nokia phone thought want know windows system phone cant see talk conversation cant find number phone enter number cant earpiece volume call try link email account use outlook microsoft ie windows account work thing phone own store map map sometimes try download app microsoft store wont sort picture album create emoticon message take lot character android phone recommend phone anything talk hop get year android phone fix use turn, 0.0, 5], [price phone get screen color o, -0.2964, 2], [exelente, 0.9246, 5], [, 0.4927, 5]]"
B00H9Y6ZEK,[-0.2057],[3],"[[phone, sit, case, cause, issue, try, take, picture]]","[[phone sit case cause issue try take picture, -0.2057, 3]]"
B00HBI6HZ6,[-0.5023],[3],"[[nice, case, nd, day, screen, barley, get, bump, shatter, glass, screen, protecter, give, star, issue]]","[[nice case nd day screen barley get bump shatter glass screen protecter give star issue, -0.5023, 3]]"
B00HZCHPPY,[0.1531],[4],"[[excellent, case, take, gym, wallet, id, gym, card, debit, card, stay, snug, update, plastic, piece, break, volume, button, phone]]","[[excellent case take gym wallet id gym card debit card stay snug update plastic piece break volume button phone, 0.1531, 4]]"
B00I4DWXDW,[0.0],[4],"[[nothing, review, rca, patch, cord, work, right, length, order]]","[[nothing review rca patch cord work right length order, 0.0, 4]]"
B00IF1MZFO,[0.3818],[5],"[[case, get, phone, use, anymore]]","[[case get phone use anymore, 0.3818, 5]]"
B00IH9L8WU,[-0.6705],[1],"[[theyve, die, stop, work]]","[[theyve die stop work, -0.6705, 1]]"
B00INOOV2I,[0.8313],[4],"[[belt, clip, work, expect, velcro, hook]]","[[belt clip work expect velcro hook, 0.8313, 4]]"
B00IY4GJI6,[-0.128],[2],"[[tight, fit, samsung, unfortunate]]","[[tight fit samsung unfortunate, -0.128, 2]]"
B00J2FIYRA,[0.5789],[3],"[[snug, phone, month, save, phone, drop, wish, tighter, color, kind, inaccurate, look, fussiahot, pink, red, anything]]","[[snug phone month save phone drop wish tighter color kind inaccurate look fussiahot pink red anything, 0.5789, 3]]"
B00JH87XBK,"[0.9288, 0.0]","[5, 1]","[[temper, glass, zagg, hd, wet, installetc, end, buy, g, look, iphone, hesitant, star, rating, dont, review, think, screen, protector, deserve, well, star, screen, protector, purchase, phone, issue, halo, bubble, etc, protector, follow, instruction, work, bubble, halo, install, wont, protect, impact, thats, im, look, scratch, protection, suit, fine, cant, go, protector, price, proper, install], [narrow, cover, whole, screen]]","[[temper glass zagg hd wet installetc end buy g look iphone hesitant star rating dont review think screen protector deserve well star screen protector purchase phone issue halo bubble etc protector follow instruction work bubble halo install wont protect impact thats im look scratch protection suit fine cant go protector price proper install, 0.9288, 5], [narrow cover whole screen, 0.0, 1]]"
B00JHDALQO,[0.6369],[5],"[[get, wife, love]]","[[get wife love, 0.6369, 5]]"
B00JKS5RYM,[0.7906],[4],"[[sound, great, way, better, expect]]","[[sound great way better expect, 0.7906, 4]]"
B00JS5NQMM,[0.9553],[5],"[[phone, case, card, inside, keep, cash, zipper, pocket, work, take, phone, case, put, thats, okay, consider, got, case, protect, phone, wont, switch, case, great, maker, case, look, made, life, bring, wallet, problem, keep, phone, case]]","[[phone case card inside keep cash zipper pocket work take phone case put thats okay consider got case protect phone wont switch case great maker case look made life bring wallet problem keep phone case, 0.9553, 5]]"
B00JTT2FBU,[-0.4767],[1],"[[poor, quality]]","[[poor quality, -0.4767, 1]]"
B00K0NRXKW,[0.9831],[5],"[[decent, phone, keep, expectation, check, phone, suffices, e, force, consider, quality, cost, con, camera, quality, lack, lead, flash, frontfacing, lens, screen, resolution, adequate, lack, compare, higherend, phone, youve, experience, course, use, hspa, h, provide, speed, pro, attractive, design, build, quality, better, expect, nowsub, phone, screen, quality, good, seem, lack, competition, pricerange, catch, decent, resolution, brightness, color, little, warm, battery, life, generation, moto, g, experience, running, android, lollipop]]","[[decent phone keep expectation check phone suffices e force consider quality cost con camera quality lack lead flash frontfacing lens screen resolution adequate lack compare higherend phone youve experience course use hspa h provide speed pro attractive design build quality better expect nowsub phone screen quality good seem lack competition pricerange catch decent resolution brightness color little warm battery life generation moto g experience running android lollipop, 0.9831, 5]]"
B00K1IXON6,[-0.3182],[4],"[[block, voice, fir, people, thats, downside]]","[[block voice fir people thats downside, -0.3182, 4]]"
B00KBI6ULO,[0.3384],[5],"[[replacement, purchase, make, fit, cord]]","[[replacement purchase make fit cord, 0.3384, 5]]"
B00KC4SLLY,"[0.7003, 0.5574]","[5, 5]","[[fit, stop, phone, overheating, use, wallet, case], [fit]]","[[fit stop phone overheating use wallet case, 0.7003, 5], [fit, 0.5574, 5]]"
B00KPXTLQQ,[0.0],[4],[[goog]],"[[goog, 0.0, 4]]"
B00L2F5KP2,"[0.8316, 0.9246]","[4, 5]","[[person, buy, love, price], [try, otterbox, fit, well, hand, feel, bit, protection, downgrade, comfort, make, option, kickstand, use, time]]","[[person buy love price, 0.8316, 4], [try otterbox fit well hand feel bit protection downgrade comfort make option kickstand use time, 0.9246, 5]]"
B00L2OBLU6,[-0.4215],[1],"[[prong, break, day, wont, charge, phone]]","[[prong break day wont charge phone, -0.4215, 1]]"
B00L8FVJGK,"[0.1295, 0.3612]","[4, 5]","[[fit, phone, bulky, great, price, negative, side, warp, arrival, button, side, dont, fingernail], [thank]]","[[fit phone bulky great price negative side warp arrival button side dont fingernail, 0.1295, 4], [thank, 0.3612, 5]]"
B00LF6IVC2,"[-0.5994, -0.1695, -0.6016, -0.2755, 0.0]","[5, 1, 3, 1, 1]","[[item, malfunction, try, exchange, tell, phone, cant, use, screen, wont, light], [replace, screen, week, half, work, couple, day, screen, go, recommend, product], [thing, notice, white, bar, bottom, awful, look, blob, white, paint, lg, logo, anything, lg, logo, produce, screen, replacement, go, test, replace, work, perfect, quirk, notice, thickness, roll, screen, fit, issue, didnt, take, white, blob, paint, reduce, resell, value, time, come, get, phone, monthsbr, br, sorry, potato, camera, quality], [job, problem], [worth, money]]","[[item malfunction try exchange tell phone cant use screen wont light, -0.5994, 5], [replace screen week half work couple day screen go recommend product, -0.1695, 1], [thing notice white bar bottom awful look blob white paint lg logo anything lg logo produce screen replacement go test replace work perfect quirk notice thickness roll screen fit issue didnt take white blob paint reduce resell value time come get phone monthsbr br sorry potato camera quality, -0.6016, 3], [job problem, -0.2755, 1], [worth money, 0.0, 1]]"
B00LFKRDMW,[0.3818],[5],"[[need, driver, license, credit, card, phone]]","[[need driver license credit card phone, 0.3818, 5]]"
B00LFVPSS2,[0.7453],[5],"[[work, great, charging, pad, come, instruction, figure, place, video, tube, explain, place, work, realize, get, warm, charge, help, amazon, reviewer, explain, brainer, buy]]","[[work great charging pad come instruction figure place video tube explain place work realize get warm charge help amazon reviewer explain brainer buy, 0.7453, 5]]"
B00LGUCJWU,"[-0.0023, 0.2382]","[2, 1]","[[manage, replace, battery, tool, provide, battery, equipment, battery, provide, life, worn, year, battery, replacing, bottom, line, replace, battery, phone, life, battery], [doesnt, hold, chage, changing, easy, take, time]]","[[manage replace battery tool provide battery equipment battery provide life worn year battery replacing bottom line replace battery phone life battery, -0.0023, 2], [doesnt hold chage changing easy take time, 0.2382, 1]]"
B00LMH1L5S,"[0.0, 0.0]","[5, 1]","[[work], [nmo, mount, bracket, hole, nmo, mount, need, use, dremel, make, hole]]","[[work, 0.0, 5], [nmo mount bracket hole nmo mount need use dremel make hole, 0.0, 1]]"
B00LMNQUF8,"[0.2732, 0.0]","[5, 5]","[[work], [work, contact, mics, work]]","[[work, 0.2732, 5], [work contact mics work, 0.0, 5]]"
B00LQN34GM,[0.0],[1],"[[battery, case, week, quit, take, charge]]","[[battery case week quit take charge, 0.0, 1]]"
B00LUDDPP8,[0.0],[1],"[[work, try, make, work]]","[[work try make work, 0.0, 1]]"
B00M2EOUT4,"[0.3612, 0.9457, 0.8658]","[5, 5, 4]","[[fit, install, foam], [notice, review, fit, sure, issue, go, fit, fine, material, stretch, idea, install, warm, environment, give, installation], [fit, expect, poof, headphone]]","[[fit install foam, 0.3612, 5], [notice review fit sure issue go fit fine material stretch idea install warm environment give installation, 0.9457, 5], [fit expect poof headphone, 0.8658, 4]]"
B00M2H11MK,"[0.0, 0.5719]","[1, 5]","[[sister, love, case, take], [make]]","[[sister love case take, 0.0, 1], [make, 0.5719, 5]]"
B00M6BNKS0,[0.6506],[3],"[[nothing, screen, attempt, install, result, destroy, tablet, suggest, way, consequence, try]]","[[nothing screen attempt install result destroy tablet suggest way consequence try, 0.6506, 3]]"
B00MH2STYI,"[0.6115, 0.6369, 0.9011]","[5, 4, 4]","[[phone], [sim, product, make, smaller, size, sim, card, instruction, english, instruction, download, alternative, price, smart, phone, store], [arrive, time, expect, happy, purchase]]","[[phone, 0.6115, 5], [sim product make smaller size sim card instruction english instruction download alternative price smart phone store, 0.6369, 4], [arrive time expect happy purchase, 0.9011, 4]]"
B00MMI9X9C,[0.2654],[5],"[[product, fit, serf, purpose]]","[[product fit serf purpose, 0.2654, 5]]"
B00MRHUOSW,[0.8957],[4],"[[iphone, love, card, slot, bill, fold, dad, like, saw, use, mine, give, miss, convenience, phone, cover, time, get, onebr, string, come, side, flip, cover, sew, use, match, burn, prevent, future, wear, tare]]","[[iphone love card slot bill fold dad like saw use mine give miss convenience phone cover time get onebr string come side flip cover sew use match burn prevent future wear tare, 0.8957, 4]]"
B00MRVZ4TW,[0.6486],[4],"[[case, get, lot, compliment, piece, start, come, youre, look, case, get, otterbox]]","[[case get lot compliment piece start come youre look case get otterbox, 0.6486, 4]]"
B00MZIX2SC,[0.6369],[5],"[[want, something, use, go, gym, work]]","[[want something use go gym work, 0.6369, 5]]"
B00N11EBDM,[0.4538],[5],"[[get, handy, guy, throw, purse, handicap, pain, syndrome, depend, iphone, ipad, everything, im, glad, dont, worry, battery, die, drs, appointment]]","[[get handy guy throw purse handicap pain syndrome depend iphone ipad everything im glad dont worry battery die drs appointment, 0.4538, 5]]"
B00N1CGTY0,[0.8666],[5],"[[er, nurse, take, item, work, patient, use, believe, people, think, bring, phone, charger, rush, er, lol, cord, allow, device, reach, bed, charge, thing, walk, item, smiley, face, make, attach, sign, make, hope, lose]]","[[er nurse take item work patient use believe people think bring phone charger rush er lol cord allow device reach bed charge thing walk item smiley face make attach sign make hope lose, 0.8666, 5]]"
B00N29ECBY,"[0.7227, 0.7937]","[2, 5]","[[cover, fit, qi, wireless, charge, capability, work, advertise, charge, g, cant, go], [didnt, work, color, perfect, match]]","[[cover fit qi wireless charge capability work advertise charge g cant go, 0.7227, 2], [didnt work color perfect match, 0.7937, 5]]"
B00N3L81PO,"[0.3612, 0.7906, 0.1116]","[5, 5, 1]","[[say, iphone, fit, mine], [nice, case, seem, sturdy, purple], [thank]]","[[say iphone fit mine, 0.3612, 5], [nice case seem sturdy purple, 0.7906, 5], [thank, 0.1116, 1]]"
