B002F5XSDY,[0.0],[5],"[[want, delivery]]","[[want delivery, 0.0, 5]]"
B0083JW06W,[0.2263],[5],"[[tasty, mild, rice, bean, add, badia, season, black, bean, petit, dice, tomatoes, make, serving, prepare, way]]","[[tasty mild rice bean add badia season black bean petit dice tomatoes make serving prepare way, 0.2263, 5]]"
B0085J4KIG,[0.2617],[5],"[[im, sure, fine, proclaim, order, galaxy, ace, cheap, return]]","[[im sure fine proclaim order galaxy ace cheap return, 0.2617, 5]]"
B008B85DNC,"[0.4118, -0.2755]","[5, 1]","[[holster, allow, phone, slide, easilyi, return, item, refund], [use, awhile, say, solid, case, access, phone, case, hold, phone, allow]]","[[holster allow phone slide easilyi return item refund, 0.4118, 5], [use awhile say solid case access phone case hold phone allow, -0.2755, 1]]"
B008ZNAP4K,[0.6249],[4],"[[work, great, advertise]]","[[work great advertise, 0.6249, 4]]"
B009FU358U,"[0.0, 0.049, 0.714]","[3, 2, 5]","[[suit, need], [fit, iphone], [im, say, protect, ipod, type, fall, prevent, daughter, ipod, get, crack, witness, drop, occasion, end, think, investment]]","[[suit need, 0.0, 3], [fit iphone, 0.049, 2], [im say protect ipod type fall prevent daughter ipod get crack witness drop occasion end think investment, 0.714, 5]]"
B009UN25DS,[0.7845],[5],"[[work, great, price]]","[[work great price, 0.7845, 5]]"
B009UXFINM,[-0.2254],[2],"[[look, unit, crack, try, install, product, youve, crack, screen, use, size, side, make, fit, impossibility, rare, issue, cant, say, functioning, ipod, retire, grass, cut]]","[[look unit crack try install product youve crack screen use size side make fit impossibility rare issue cant say functioning ipod retire grass cut, -0.2254, 2]]"
B009VDPONK,[0.8402],[5],"[[kid, love, trip, take, husband, minute, install, look, truck]]","[[kid love trip take husband minute install look truck, 0.8402, 5]]"
B009YQRZ7M,[-0.5413],[1],"[[purchase, case, month, snap, mechanism, tore]]","[[purchase case month snap mechanism tore, -0.5413, 1]]"
B00A2JVJ22,"[0.4404, -0.5242]","[3, 1]","[[work, seem, glitch, wont, charge, attempt, charge, work, expect, money, price, product], [disappoint, phone, case, keep, battery, charge, longer, protect, phone, look, case, side, white, iphone, stick, case]]","[[work seem glitch wont charge attempt charge work expect money price product, 0.4404, 3], [disappoint phone case keep battery charge longer protect phone look case side white iphone stick case, -0.5242, 1]]"
B00A3NIFDS,"[0.6249, 0.0]","[5, 1]","[[take, cover, ipod, touch, ]]","[[take cover ipod touch , 0.6249, 5], [, 0.0, 1]]"
B00AUA61Y4,[-0.3182],[1],"[[cant, hear, case, caller, cant, hear, eitherbr, restricts, motion, function]]","[[cant hear case caller cant hear eitherbr restricts motion function, -0.3182, 1]]"
B00B1UJZ2W,"[0.2023, 0.743]","[5, 5]","[[fianceacute, need, charger, work, base, review, product, hand, know, make, charge, iphone, thats, buy, love], [work, fine, decent, price]]","[[fianceacute need charger work base review product hand know make charge iphone thats buy love, 0.2023, 5], [work fine decent price, 0.743, 5]]"
B00B9OTF8O,"[0.0258, 0.6293, -0.7964, -0.7184, 0.0]","[5, 4, 1, 1, 1]","[[amaze, gone, pool, drop, ladder, multiple, time, fine, side, phone, call, get, muffle, leave, speaker, phone, call], [leak, ruin, phone, otterbox, wouldnt, warranty, discontinue, product, thanks, lot, product], [case, farm, worry, come, keep, phone, safe, harder, hear, talk, anyone, put, speaker, phone, problem, solve], [garbles, phone, people, hear, im, say], [worst, case, fall, apart, impact]]","[[amaze gone pool drop ladder multiple time fine side phone call get muffle leave speaker phone call, 0.0258, 5], [leak ruin phone otterbox wouldnt warranty discontinue product thanks lot product, 0.6293, 4], [case farm worry come keep phone safe harder hear talk anyone put speaker phone problem solve, -0.7964, 1], [garbles phone people hear im say, -0.7184, 1], [worst case fall apart impact, 0.0, 1]]"
B00BDBPN34,[-0.5745],[4],"[[nice, case, samsung, nexus, phone]]","[[nice case samsung nexus phone, -0.5745, 4]]"
B00BF8ESHM,[0.7906],[5],"[[everything, good, work]]","[[everything good work, 0.7906, 5]]"
B00BJUE88U,"[0.6801, 0.6249, 0.9313]","[5, 4, 5]","[[staisfies, product, robust, arkon, winshield, dashboard, car, mount, fit, size, phone, tablet, screensize, adjust, either, windshield, dashboard, product, come, m, type, disk, selfadhesive, place, dashboard, disk, serf, hold, suction, cup, mount, itselfbr, br, suction, cup, come, type, strength, suction, cup, mount, question, strength, suction, withstand, pressure, submit, attach, device, mount, device, include, tabletbr, br, amaze, opinion, price], [mount, second, hold, ipad], [product, ]]","[[staisfies product robust arkon winshield dashboard car mount fit size phone tablet screensize adjust either windshield dashboard product come m type disk selfadhesive place dashboard disk serf hold suction cup mount itselfbr br suction cup come type strength suction cup mount question strength suction withstand pressure submit attach device mount device include tabletbr br amaze opinion price, 0.6801, 5], [mount second hold ipad, 0.6249, 4], [product , 0.9313, 5]]"
B00BS63FMK,"[0.0, -0.1901, 0.0, 0.0, 0.0, 0.0]","[1, 3, 5, 3, 4, 1]","[[get, pay, product, charger, power, bank, good, port, bank, weak, chargers, charger, okay, emergency, money, spend, end, charger, bank], [doesnt, work], [doesnt, hold, charge], [give, got, doesnt, work], [charge, battery, work], [kool]]","[[get pay product charger power bank good port bank weak chargers charger okay emergency money spend end charger bank, 0.0, 1], [doesnt work, -0.1901, 3], [doesnt hold charge, 0.0, 5], [give got doesnt work, 0.0, 3], [charge battery work, 0.0, 4], [kool, 0.0, 1]]"
B00BYEMNA6,[0.7096],[5],"[[give, phone, extra, hefty, battery, life, go, day, charge]]","[[give phone extra hefty battery life go day charge, 0.7096, 5]]"
B00CA6BMVI,[0.4404],[4],[[case]],"[[case, 0.4404, 4]]"
B00D3YHDUA,"[0.4927, -0.714]","[4, 4]","[[buy, use, speaker, blown, aside, problem]]","[[buy use speaker blown aside problem, 0.4927, 4], [, -0.714, 4]]"
B00DDVE590,[-0.2755],[1],"[[doesnt, fit, phone, slip, space, card]]","[[doesnt fit phone slip space card, -0.2755, 1]]"
B00DTTNC2W,[0.9012],[1],"[[order, love, decoration, day, corner, crack, didnt, drop, phone, order, replacement, week, chip, bottom, corner, havent, drop, phone]]","[[order love decoration day corner crack didnt drop phone order replacement week chip bottom corner havent drop phone, 0.9012, 1]]"
B00E841UG2,[0.6249],[5],[[work]],"[[work, 0.6249, 5]]"
B00EDDAMT4,"[0.6908, 0.5719, 0.0]","[1, 5, 3]","[[make, wipe, tshirt], [advertise], [happy, product]]","[[make wipe tshirt, 0.6908, 1], [advertise, 0.5719, 5], [happy product, 0.0, 3]]"
B00EO0RRUI,[0.6757],[5],"[[wish, ship, faster]]","[[wish ship faster, 0.6757, 5]]"
B00EO8SBHS,"[0.6705, 0.7003]","[4, 5]","[[purchase, bit, unfit, work], [tend, drop, phone, alot, glow, dark]]","[[purchase bit unfit work, 0.6705, 4], [tend drop phone alot glow dark, 0.7003, 5]]"
B00F3580EK,"[0.6236, 0.6249]","[4, 5]","[[fit, work], [job, couldnt, work, type, clasp, mechanism, design, keep, flip, cover, better, secure, travel]]","[[fit work, 0.6236, 4], [job couldnt work type clasp mechanism design keep flip cover better secure travel, 0.6249, 5]]"
B00F3HXDP4,"[0.0, 0.4404]","[4, 5]","[[fit, right], [seller, use, agian]]","[[fit right, 0.0, 4], [seller use agian, 0.4404, 5]]"
B00F3KIIUQ,"[0.6369, 0.8658]","[5, 5]","[[cord, work, color, fact], [length, color, job, ]]","[[cord work color fact, 0.6369, 5], [length color job , 0.8658, 5]]"
B00F88QE22,[0.6249],[3],"[[look, piece, start, fall]]","[[look piece start fall, 0.6249, 3]]"
B00F9BFIMA,[0.575],[5],"[[everything, samsung, galaxy, hundred, dollar, satisfy, choice]]","[[everything samsung galaxy hundred dollar satisfy choice, 0.575, 5]]"
B00FBMU3UY,"[-0.3818, -0.7178, -0.8591, -0.5256, -0.6249, 0.4927]","[1, 1, 1, 1, 1, 5]","[[hate, phone, phone, problem, use, month, break], [phone, come, china, copy, galaxy, im, buy, product], [crap, phone], [phone, worst, phone, buy, life], [disappoint, return, mot, work, sim, card, put, buy, phone, online]]","[[hate phone phone problem use month break, -0.3818, 1], [phone come china copy galaxy im buy product, -0.7178, 1], [crap phone, -0.8591, 1], [phone worst phone buy life, -0.5256, 1], [disappoint return mot work sim card put buy phone online, -0.6249, 1], [, 0.4927, 5]]"
B00FC47A70,[0.0],[3],"[[purple, part, doesnt, snap, way, seems, stay, rubber, cover]]","[[purple part doesnt snap way seems stay rubber cover, 0.0, 3]]"
B00FFM7TBG,"[0.8555, -0.8393]","[5, 3]","[[spigen, choicebr, perfect, look, casebr, save, iphone, shock], [case, solid, bottom, plastic, piece, surround, power, port, break, take, phone, case, time, take, mine, approx, time, past, year, broke, break, take, phone, pocket, become, broken, piece, get, catch, pocket, plastic, separate, case, purchase, year, hoping, get, contact, w, amazon, spigen, customer, service, department, replacement]]","[[spigen choicebr perfect look casebr save iphone shock, 0.8555, 5], [case solid bottom plastic piece surround power port break take phone case time take mine approx time past year broke break take phone pocket become broken piece get catch pocket plastic separate case purchase year hoping get contact w amazon spigen customer service department replacement, -0.8393, 3]]"
B00FIWXRQ4,[0.0],[5],[[want]],"[[want, 0.0, 5]]"
B00FMJLP62,[-0.2755],[3],"[[fit, phone, state]]","[[fit phone state, -0.2755, 3]]"
B00FOW4KNC,[0.8519],[4],"[[case, ive, get, time, work]]","[[case ive get time work, 0.8519, 4]]"
B00FPH1FMU,[0.9253],[5],"[[buy, iphone, fit, help, protect, phone, fall, end, scratch, scuff, look, nice, sleek, provides, adequate, protection, average, personbr, br, issue, dust, magnet, seem, trap, take, phone, case, couple, month, clean, case, iphone]]","[[buy iphone fit help protect phone fall end scratch scuff look nice sleek provides adequate protection average personbr br issue dust magnet seem trap take phone case couple month clean case iphone, 0.9253, 5]]"
B00G5VQIMM,"[-0.6674, 0.5346]","[5, 5]","[[time, month, buy, thing, yet, fail, recommend], [need, complaint, compact, sleek, design]]","[[time month buy thing yet fail recommend, -0.6674, 5], [need complaint compact sleek design, 0.5346, 5]]"
B00GK9GSVU,[0.0],[1],[[work]],"[[work, 0.0, 1]]"
B00GPS6NFM,[0.1027],[4],"[[bag, work, fine, tablet, want, use, water, snow, want, put, wad, paper, towel, get, hang, latch, test, seal, put, ipad, device, make, take, ipad, water, prevent, accidental, contact, get, splash, pool, use, boat, snow]]","[[bag work fine tablet want use water snow want put wad paper towel get hang latch test seal put ipad device make take ipad water prevent accidental contact get splash pool use boat snow, 0.1027, 4]]"
B00GQ78C38,[0.3911],[5],"[[buy, kid, investment, drop, phone, use, case, day, hasnt, crack, nothing, terrific, quality, expect, counting]]","[[buy kid investment drop phone use case day hasnt crack nothing terrific quality expect counting, 0.3911, 5]]"
B00H2RP7BQ,"[0.9231, 0.9048, -0.1157, 0.2091, -0.7838, 0.8074, -0.4215]","[4, 4, 2, 4, 2, 5, 1]","[[far, well, version, model, limit, battery, life], [give, twostars, audio, quality, stellar, device, fall, everywhere, elsebr, br, battery, life, hour, conference, call, usage, take, charger, throw, ear, hour, warning, battery, dead, dont, know, worse, adp, mute, conference, call, hour, itbr, br, android, app, deprecate, doesnt, work, samsung, galaxy, tech, support, give, message, phone, support, whole, support, borrow, wife, iphone, customize, button, functionalitybr, br, ear, piece, hit, miss, design, seem, conference, call, inner, ear, start, hurt, medium, bit, earbr, br, app, shortcoming, ear, piece, issue, hour, battery, life, make, borderline, battery, charge, time, conference, call, minute, break, charge, use, inside, office, road, warrior, avoid, costsbr, br, audio, quality, noise, assassin, good, get, twostars, otherwise, headset, ever, see], [buy, cause, lose, older, jawbone, era, love, case, come, act, charge, unit, doesnt, hold, charge, fit, sound, love, color], [disappointment, everyone, talk, trouble, hearing, battery, hour, medium, size, ear, piece, trouble, stuffing, thing, ear, come, medium, size, favor, save, money], [version, well, look, jawbone, continue, develop, headset, prefer, go, activity, tracker, disappointment], [jawbone, noise, cancellation, good, battery, talk, time, short, charge, case, make, day, super, weight, ear, gel, always, make, custom, gel, bluetooth, headset, fit, need], [price, web, arrive, time, loyal, bose, bluetooth, jawbone]]","[[far well version model limit battery life, 0.9231, 4], [give twostars audio quality stellar device fall everywhere elsebr br battery life hour conference call usage take charger throw ear hour warning battery dead dont know worse adp mute conference call hour itbr br android app deprecate doesnt work samsung galaxy tech support give message phone support whole support borrow wife iphone customize button functionalitybr br ear piece hit miss design seem conference call inner ear start hurt medium bit earbr br app shortcoming ear piece issue hour battery life make borderline battery charge time conference call minute break charge use inside office road warrior avoid costsbr br audio quality noise assassin good get twostars otherwise headset ever see, 0.9048, 4], [buy cause lose older jawbone era love case come act charge unit doesnt hold charge fit sound love color, -0.1157, 2], [disappointment everyone talk trouble hearing battery hour medium size ear piece trouble stuffing thing ear come medium size favor save money, 0.2091, 4], [version well look jawbone continue develop headset prefer go activity tracker disappointment, -0.7838, 2], [jawbone noise cancellation good battery talk time short charge case make day super weight ear gel always make custom gel bluetooth headset fit need, 0.8074, 5], [price web arrive time loyal bose bluetooth jawbone, -0.4215, 1]]"
B00HF13GVC,[0.4215],[3],"[[satisfy, item]]","[[satisfy item, 0.4215, 3]]"
B00HNCLBP6,[0.9413],[5],"[[charger, arrive, help, got, phone, didnt, come, charger, charger, work, product, recommend, anyone, need, super, price, cant, beat]]","[[charger arrive help got phone didnt come charger charger work product recommend anyone need super price cant beat, 0.9413, 5]]"
B00HNUXYL2,[-0.5719],[4],"[[broke, week, get, itbr, ballerina, dress, get, plus, break, fall, floor]]","[[broke week get itbr ballerina dress get plus break fall floor, -0.5719, 4]]"
B00HPC170I,"[0.6249, 0.6249]","[5, 5]","[[work, solar, power, awesome, produkt], [work, backpacking, trip]]","[[work solar power awesome produkt, 0.6249, 5], [work backpacking trip, 0.6249, 5]]"
B00HR83BH2,"[0.6369, -0.3612]","[5, 5]","[[case, color, vivid, get, drop, time, look, worse, make, bulky, otter, box, look, protect, son, tablet], [surprise, quality, fit, otterbox, save, device, devastate, drop]]","[[case color vivid get drop time look worse make bulky otter box look protect son tablet, 0.6369, 5], [surprise quality fit otterbox save device devastate drop, -0.3612, 5]]"
B00HZ4737M,[0.8173],[5],"[[quality, im, look, cord, use, recharge, phone, reach, blue, cable]]","[[quality im look cord use recharge phone reach blue cable, 0.8173, 5]]"
B00HZY33SU,[0.0],[5],"[[arrive, time, fit, tom, tom, time, tell, last]]","[[arrive time fit tom tom time tell last, 0.0, 5]]"
B00IYJ18XW,[0.9042],[5],"[[perfect, fit, c, yet, color]]","[[perfect fit c yet color, 0.9042, 5]]"
B00J2QK6PM,[0.7178],[5],"[[hook, nice, use, camera, ipod]]","[[hook nice use camera ipod, 0.7178, 5]]"
B00J62FK4E,"[0.1027, -0.296]","[3, 5]","[[armorsuit, instal, neo, month, shown, sign], [deliver, promise, impressedclarity, screen]]","[[armorsuit instal neo month shown sign, 0.1027, 3], [deliver promise impressedclarity screen, -0.296, 5]]"
B00JCNCHLQ,[0.5719],[4],"[[granddaughter, love, case]]","[[granddaughter love case, 0.5719, 4]]"
B00JD2KN8U,[0.9274],[5],"[[looking, case, think, value, money, gold, color, complement]]","[[looking case think value money gold color complement, 0.9274, 5]]"
B00JJY6S72,"[0.0, 0.4927, 0.7269]","[5, 5, 5]","[[want, price], [unit, set, pc, software, work, receive]]","[[want price, 0.0, 5], [unit set pc software work receive, 0.4927, 5], [, 0.7269, 5]]"
B00JMCVU88,[0.8519],[5],"[[find, refill, wish, come, bolder, thicker, ink, write]]","[[find refill wish come bolder thicker ink write, 0.8519, 5]]"
B00JMI3R88,[0.0258],[3],"[[problem, people, understand, put, cover, dont, think, efficient, case, microphone]]","[[problem people understand put cover dont think efficient case microphone, 0.0258, 3]]"
B00JO44JQE,"[0.6369, 0.6249, 0.6369]","[5, 3, 5]","[[grip, feel], [ok, well], [case, buy]]","[[grip feel, 0.6369, 5], [ok well, 0.6249, 3], [case buy, 0.6369, 5]]"
B00JR9QEDC,[0.9081],[5],"[[case, elegant, great, job, protect, phone, fall, believe, happen, repurchase]]","[[case elegant great job protect phone fall believe happen repurchase, 0.9081, 5]]"
B00JY6W8YM,"[0.7351, 0.4902]","[4, 5]","[[make, compact, work, drivepro, knock, star, price, include, unit], [mount, use, dash, cam, clean, window, put, hold, ant, tight, trouble, get, buy, cant, say, thing, company, people, buy, camera, mine, problem, freeze, friend, work, bring, score, pro, send, dont, want, money]]","[[make compact work drivepro knock star price include unit, 0.7351, 4], [mount use dash cam clean window put hold ant tight trouble get buy cant say thing company people buy camera mine problem freeze friend work bring score pro send dont want money, 0.4902, 5]]"
B00K1MERRY,"[0.4585, 0.9508, -0.5402]","[5, 4, 1]","[[nething, say, purchase, come, plus], [blurry, unappealing, see, sun, glossy, one, toss, bin], [screen, protector, take, minute, get, antifingerprint, antiglare, see, phone, isnt, see, screen, protector, id, recommend]]","[[nething say purchase come plus, 0.4585, 5], [blurry unappealing see sun glossy one toss bin, 0.9508, 4], [screen protector take minute get antifingerprint antiglare see phone isnt see screen protector id recommend, -0.5402, 1]]"
B00K2W7ENM,[0.9153],[5],"[[perfect, gift, perfect, fit]]","[[perfect gift perfect fit, 0.9153, 5]]"
B00K65V38M,[0.6249],[4],"[[work, great]]","[[work great, 0.6249, 4]]"
B00K7ZN0LO,[0.9382],[5],"[[nice, clear, picture, tiny, set, buy, return, brand, webcam, purchase, cobra, dashcam, well, cow, reduce, bought, oh]]","[[nice clear picture tiny set buy return brand webcam purchase cobra dashcam well cow reduce bought oh, 0.9382, 5]]"
B00KHNZN02,"[0.7906, 0.6249, 0.6249, 0.0, -0.0516]","[4, 4, 5, 2, 4]","[[work, great], [itbr, difficulty, conecting, device, time], [use, everyday, battery, better, imagine], [clunky, need, recharge]]","[[work great, 0.7906, 4], [itbr difficulty conecting device time, 0.6249, 4], [use everyday battery better imagine, 0.6249, 5], [clunky need recharge, 0.0, 2], [, -0.0516, 4]]"
B00KJ1UNRK,"[0.5267, 0.4754, 0.8555, 0.0, 0.4404, 0.1779, 0.9186]","[5, 5, 5, 4, 5, 4, 5]","[[quick, shipping, decent, product], [product], [satisfy, purchase], [product, come, earlier, anticipate, battery, seem, lg, battery], [extra, battery, use, run, power, way, day, extra, battery, charger, godsend, average, time, stock, battery, party, battery], [nice, charger, warn, battery, charge, earning], [battery, carry, battery, charge, plus, rotation, awesome, feel, go, power, matter, secondsbr, br, confuse, iphone, user]]","[[quick shipping decent product, 0.5267, 5], [product, 0.4754, 5], [satisfy purchase, 0.8555, 5], [product come earlier anticipate battery seem lg battery, 0.0, 4], [extra battery use run power way day extra battery charger godsend average time stock battery party battery, 0.4404, 5], [nice charger warn battery charge earning, 0.1779, 4], [battery carry battery charge plus rotation awesome feel go power matter secondsbr br confuse iphone user, 0.9186, 5]]"
B00KKRUG34,[0.6369],[5],[[battery]],"[[battery, 0.6369, 5]]"
B00KMIUQXQ,"[0.0, 0.4588]","[1, 5]","[[case, quick, shipping], [spelli]]","[[case quick shipping, 0.0, 1], [spelli, 0.4588, 5]]"
B00KT08KVC,[-0.1027],[2],"[[last, month, start, show, streak, get, pay]]","[[last month start show streak get pay, -0.1027, 2]]"
B00L87I1YQ,[0.9748],[4],"[[order, case, nokia, lumia, cyan, phone, back, phone, case, translucent, sleeve, color, pop, phone, edge, run, perimeter, phone, translucent, pink, frost, matte, pink, opening, usb, speaker, headphone, port, spot, take, pressure, turn, phone, updownoff, feel, value, case, provide, grip, grasp, device, bit, wonky, youre, ocd, look, feel, proper, shape, time, take, hair, dryer, heat, allow, stretch, conform, better, give, star, youre, look, case, provide, lot, protection, dont, think, type, case, provides, protection, minor, bump, drop]]","[[order case nokia lumia cyan phone back phone case translucent sleeve color pop phone edge run perimeter phone translucent pink frost matte pink opening usb speaker headphone port spot take pressure turn phone updownoff feel value case provide grip grasp device bit wonky youre ocd look feel proper shape time take hair dryer heat allow stretch conform better give star youre look case provide lot protection dont think type case provides protection minor bump drop, 0.9748, 4]]"
B00LAN1L2W,[0.8176],[5],"[[phone, cover, neighbor, girl, like, color, nice, fit]]","[[phone cover neighbor girl like color nice fit, 0.8176, 5]]"
B00LGWTM5U,"[0.0, -0.953, 0.0129, 0.6779, 0.5187, -0.2263, 0.6369]","[5, 1, 3, 5, 5, 5, 5]","[[hop, note, screen, gap, bumper, case, undersized, work, something, chunky, lack, coverage, change, way, phone, handle], [drop, phone, distance, edge, break, shatter, edge, phone, protect, shatter, phone], [cant, tell, product], [product, combination, hardness, finesse, product, couple, fact, screen, touch, loss, function, encounter, gain, function, achieve, hardness, screen, protection], [husband, drop, phone, time, work, save, shatter, screen, time, complaint, doesnt, screen, crack, edge, screen, side, temper, glass, temper, glass, seem, prevent, crack, spread, screen], [product, job, keep, cell, phone, screen, scratch]]","[[hop note screen gap bumper case undersized work something chunky lack coverage change way phone handle, 0.0, 5], [drop phone distance edge break shatter edge phone protect shatter phone, -0.953, 1], [cant tell product, 0.0129, 3], [product combination hardness finesse product couple fact screen touch loss function encounter gain function achieve hardness screen protection, 0.6779, 5], [husband drop phone time work save shatter screen time complaint doesnt screen crack edge screen side temper glass temper glass seem prevent crack spread screen, 0.5187, 5], [product job keep cell phone screen scratch, -0.2263, 5], [, 0.6369, 5]]"
B00LNT8JNM,"[0.3612, 0.34]","[5, 3]","[[receive, work, promise, business, seller], [start, give, use, factory, charger, faster, charge, popup, month, htc, onem]]","[[receive work promise business seller, 0.3612, 5], [start give use factory charger faster charge popup month htc onem, 0.34, 3]]"
B00LOYNKOY,"[-0.4767, 0.4404, 0.6249]","[5, 5, 5]","[[go, luv], [thin, stream, line, case, go], [stuff]]","[[go luv, -0.4767, 5], [thin stream line case go, 0.4404, 5], [stuff, 0.6249, 5]]"
B00LTCI1CW,[0.6249],[5],"[[case, luv]]","[[case luv, 0.6249, 5]]"
B00LXL6ZKO,[0.0],[2],"[[battery, cellphone, cant, use]]","[[battery cellphone cant use, 0.0, 2]]"
